Customer_Name,REVIEW_TITLE,Color,REVIEW_DATE,COMMENTS,RATINGS
Praveen,It's really good one with the cost given for it... no second thoughts,Spirit Lime,24-Jan-22,noise cancellation can be improved,5
Gaurav Chaudhary,Deliver different item,White,28-Mar-22,Dear This item is different display item not working defective and different...,1
Amazon Customer,Good,Spirit Lime,09-Dec-21,,5
Manikantan M,xllent product i would say for rs.,White,01-Jun-22,xllent product i would say for 500rs.,5
Piyush J Patil,Valu for money,Blue,01-Jul-21,Product is genuine.This product is Value for money.,5
DHINESH BABU,Worthless,Black,08-Jul-21,Product not for Ear proberlyAnd right and left sight variable is there,1
Suriyadevi,.,White,24-Jun-21,Sound quality is very nice . Worth of money,5
Sunil bharti,I am very very happy,Black,21-Jul-21,Good quality nice look I am very happy I am certified this product,5
Shruti S Nair,Comfortable to use,White,05-Jul-21,Nice and comfortable with decent soundquality,4
rajeevrockwell,Normal,Blue,16-Jul-21,Quality was good but sound quality was bad,2
k v v kumar,Sound output is low,Black,07-Feb-22,Sound is low,5
Tejas G K,Not working for Motorola phones,Black,30-Jul-21,Not compatible with motorala G5s plus phone,3
Vihari,With this budget this headset is ok,White,08-Oct-21,"It is ok for now , I don't know how it goes",3
Ferdinando,The quality of the earphones is really good,Spirit Lime,01-Feb-22,"I liked the fabric type if cable,the sound quality,the bass and the quality of the earphones",5
Venkat,very Worsted product,White,27-Feb-22,Very waste product not worthy of the money it is value only 50 earphone like,1
Mayank Gupta,Overall good.,Black,25-Mar-22,Overall good.,5
Rahul,Nice,Black,13-Nov-21,I have been using this for around 2 months now. Good quality and great design.,5
Arvind yadav,Wst product just one week one side sound unable audible,Spirit Lime,08-Jan-22,The media could not be loaded. bad head phone,1
Amazon Customer,"This is not a Bassheads, just a Stereo. Those who likes to buy Stereo this will be better.",Black,21-Jun-21,"This is not a Bassheads, just a Stereo. Those who likes to buy Stereo this will be better. I was looking for a Stereo only.",4
manoj,Very poor quality.l astet for three months,Black,16-Mar-22,For personal use.very poor quality product,1
deepika peter,Bad...,White,14-Dec-21,It's not working only n can't return or replace.Really heart brokenMy money got wasted,1
MOHAMMAD N.,"It's awesome, go for it",Spirit Lime,22-Nov-21,"I used it for 3 months, it's working fine",5
Mukundan,Mic quality is not good.,Blue,25-Nov-21,Mic is not working most of the time. Person in the receiving end not able to listen my words clearly,2
Priyanka,rating product,Iguana,20-Nov-21,Superb in this price offer 499. Go for it without any second thought,5
Vivek,Clear Audio and Decent Bass,Iguana,28-Nov-21,The earphone produce good quality sound and bass.,5
Babji,Best product,Black,07-Feb-22,Nice product,5
Manish biswas,Good product,White,27-May-22,Good product,5
nidhi,Average earphone but Best for this price. .,White,17-Feb-22,Average earphone but Best for this price. 349.00,4
Nidhi,Good and comfortable,Spirit Lime,28-Apr-22,Can be used for long hours.. Well fitted and tired less. quality is also good,4
Antra,Dissatisfied.,White,22-Oct-21,Didn't run long enough. Very disappointed,1
Akshay Ga,No sound quality. No bass at all,White,08-Apr-22,No sound quality. No bass at all,1
Sanjeev Mehra,Not worth it,Iguana,12-Sep-21,"I'm sorry to say but these are the worst earphones I've ever bought, the sound quality is too puffy.",1
Abhra Kanti Mukherjee,Comfortable and efficient,Iguana,09-Jan-22,,5
Bilal Khan,Amazing,Black,16-Feb-22,Amazing,5
Dyutiman Pathak,Worst product,Spirit Lime,11-Sep-21,Worst product....,1
Kailash Chandra Salvi,Good quality,Blue,19-Dec-21,Good quality,5
Aswin isac,Comfort,Spirit Lime,08-Dec-21,Perfect fit to ears,5
Rishabh Jain,Awesome product,White,11-Mar-22,"High quality, good sound and sturdy.",5
RIJO PHILIP JOHN,Best Quality,White,08-Sep-21,Best products by boat,5
Amazon Customer,Terrific,White,14-Apr-22,Superb product,5
Amazon Customer,As per ratings,White,22-Sep-21,As Per Ratings,4
Arul,Best for the price,Black,29-Jul-21,Good to use. It's comfortable.,3
MAHENDRA WAIRAGADE,Mic very problematic,Spirit Lime,23-May-22,The media could not be loaded.,1
Abhijeet Kumar,everything is just like roadside earphone but with year warranty.,Iguana,07-Nov-21,everything is just like roadside earphone but with 1 year warranty.,3
Usha Chandra babu,Value for money,Iguana,19-Nov-21,Very value for money and super bass quality,4
Reyaz,Sound and bass quality is good,Black,15-Dec-21,Build Quality and sound quality is good also voice clarity is good,5
Rashmi patil,Must buy because paisa vasul hai,Black,23-Jun-21,Excellent Sound quality,5
Himanshu Bhawsar,Good but not as other boat earphones,Iguana,25-Oct-21,OK OK product,3
Tapasya,Quality Value for money,Spirit Lime,11-Jul-21,Good quality in this value.,4
BURUGU SARATH BABU (CHINNABABU),Sound quality,Black,29-Oct-21,"One of the worest item this boat 105,did not sound clarity",1
Balaeon,Overall decent headphone at this price segment.,Black,16-Jul-21,"Good design, long time playback, decent sound quality, call connection mic sound good,",4
ANAMIKA PAUL,Very bad sound quality ...,Iguana,05-Jun-22,Sound quality bass quality bad I'm not satisfied with this product,1
Subi,Loved it,Spirit Lime,19-Jun-21,Very nice product.,5
Prajith,Sound quality is amazing,Spirit Lime,03-Dec-21,Good,5
Sravanthi Kiran,Value for money,Black,19-Jun-21,Good product,4
AV,Pathetic quality,Iguana,22-Nov-21,Product stopped working within 2 months. Not able to connect to any service center.,1
G sankar,Excellent,Black,01-Jul-21,Excellent,5
Ajay,Below Average,Iguana,05-Dec-21,It is ok for Voice call but if you are looking especially for music then No to it,3
Appy,I liked it,Black,11-Dec-21,I liked it and i use daily and i am satisfied with the product.,4
Prachi singh,Uncomfortable while listening it starts giving headache after mins...,White,22-Feb-22,Uncomfortable while listening it starts giving headache after 10,2
Amazon Customer,Worst Product...don't buy,Blue,06-May-22,Don't buy One side speaker stopped working after 15 days...,1
H.,Low at bass,Black,09-Feb-22,"Good fitting in the ear, but low at bass",4
Sanjeet kumar,Very very bad,Blue,22-Nov-21,Bhut. Kharab product haiWest rupya,1
Mohd Wasim Ahamd ,Looks good and quality is very well,Spirit Lime,06-Jan-22,Quality of air phone is perfect.,3
vipul vaid,Average earphones,Spirit Lime,15-Jul-21,"Average ear phones. Dnt expect bass and noise cancellation, but good cable quality. Ok for basic use",3
Rishi,Worst product ever,Iguana,10-Oct-21,Bass base is terrible and the output sucks,1
Amazon Customer,Good product under RS .,Black,10-Nov-21,Good but not best,3
Yogesh,Good product,White,12-Feb-22,Good product,2
Spoorthi Gopalakrishna,Good,Blue,26-Apr-22,I had to replace it once every six months as it was that bad,2
Balaji,Not supporting,Iguana,02-Dec-21,It's not compatible to all mobiles,3
vipin kumar,Good,Black,06-Jan-22,Good,5
sathya Bengaluru,Not worth buying,White,06-Nov-21,Not worth buying,1
Jahir mohammad,Not durable as the brand name,Black,25-Jan-22,Not a durable product. One earpeace stop working within 6 months,5
GaURaV StatusZone,Thik hai,White,20-May-22,I liked this product but sound quality not a good but its ok .,3
Sachin,Good,White,25-Feb-22,I like it,5
jitender k.,Sound is not as per brand name,Iguana,08-Oct-21,"Sound quality is not impressive, bulid quality is nice.",2
Amazon Customer,Very poor performance.,Spirit Lime,08-Oct-21,Very poor performance...sound gets lowered within 15 days. Do not buy it. Total waste of money.,1
DHANANJAY WAKANKAR,Great product,Spirit Lime,19-Jan-22,"Good quality, good sound, valur for money",5
ishtiyaque ahmad,boAt Bassheads Wired earphone,Blue,30-Dec-21,Good ear phone sound quality is also good.. I m happy with this budget headphone.,4
Manoj T,Not working properly,Iguana,20-Sep-21,Poor quality it's not working properly some noise while using and the functions are done properly,2
 Aneez,,Iguana,22-Mar-22,"Getting ear pain, while using it.Better to avoid this",2
Roopesh Kumar,Durability One side stops working after two months,Blue,26-Dec-21,"The audio on the right ear piece faded, works like Chinese products",1
Harshal,Uncomfortable,White,13-Nov-21,Uncomfortable and you feel pain in ears after few minutes,1
Surya,OSM,Iguana,03-Jan-22,The media could not be loaded. Yes osm headphone,5
nagavijay,good with given price,White,06-Jan-22,good with given price,4
Akshay Paunikar,Great Sound,White,22-Jan-22,Best earphone for price range .. very smooth on ears...,5
Amazon Customer,Best wired headset build quality awesome,Iguana,11-Nov-21,Product wise best quality under 399,5
Mohamed Iliyas Quraishi M,design should be modified,Black,20-Oct-21,ok but the shape of headphone is not comfortable like apple earphone design,3
Purba,best product,Black,18-Dec-21,I ordered this product for my daily work and it is very good,5
Vijaywalker,Please get it dis items boat bassheads,Iguana,22-Jun-21,Mic not working sometimes nd noise issue problem dis headset,5
Amazon Customer,Not recommended...Poor product,Spirit Lime,18-Jul-21,Poor out put...only colour and design and branding are there,1
Chandy,Substandard product,Black,22-Oct-21,This is an absolutely substandard product from an overhyped brand.,2
swamy,Review after using,White,02-Apr-22,Ear phones are good but the wire is lengthy.,4
janak baldaniya,,Spirit Lime,03-Jan-22,,4
Pooja,Good,Spirit Lime,26-Jan-22,Good,5
Amit,Good,Black,10-Jun-21,Overall Good,4
Megha kadam,,Black,28-May-21,Volume is very nice,5
Davneet,Value for money,White,24-Sep-21,Value for money for sure but they need to update the quality of sound preferably bass,3
Vineeth,waste of money,Black,16-Nov-21,right ear piece volume reduced considerably after a month usage,1
Ram Gopal,Value for money,Iguana,06-Jan-22,"It is not like jbl, but overall experience is good",5
Neelima nallabothula,Soo good,White,17-Apr-22,Go for it best product in reasonable price,5
Sanjiv Singh,Good product,White,07-Apr-22,Good to use product,5
Pravin,Top quality headphone,Black,24-Sep-21,Awesome earphone ... Just love to listen bass boosted song,4
sailee,mic doesn't work that's bad....,Iguana,13-Nov-21,Sound quality is good But mic doesn't work at all,4
Abhi garg,Stopped working within in a month,Blue,14-May-22,Stopped working with in 2 month..bad quality not satisfied,2
Uma mahesh,bad design,White,18-Nov-21,ears hurting,3
Vivek,Worth it,Black,11-Jan-22,Go for it,5
Latika,Average,Iguana,27-Sep-21,"Sound quality average, but cord is solid and sturdy.",2
RESHMA ROY CHOUDHURY,Defunct pod,Black,17-Jul-21,"I would not give even a single star, one pod has become defunct afyer just one month.",1
Parth,Don't buy go for another one,Blue,24-Jul-21,Sound Quality Is Average realme buds classic is far better than boAT basshead 105.,3
ivendcruz,Not a good product,Spirit Lime,16-Nov-21,No voice clarity. But the item looks very good .,2
Sushil maity,"Good, but if you use continuesly headache will start.",White,03-Jun-22,The media could not be loaded. Good,3
Ramesh kumar,,Blue,03-Mar-22,The media could not be loaded.,5
SATNAM SINGH,A right product at best price. Value for money,White,26-Jan-22,Nothing to dislike,5
Unnati ,Loved these earphones.,Iguana,08-Nov-21,,5
Amazon Customer,Quality that meets best dget,Blue,21-Jul-21,Budget friendly with good quality,5
Amazon Customer,Not working in week,White,12-Nov-21,Very bad product one side no sound coming,1
Rohit,The quality is not good overall,Black,09-Nov-21,"The built quality is good, but voice, noise cancellation, and mic is not good",1
Hello Abini,One side ear phone stopped working within months,Blue,03-Dec-21,One side stopped working.,1
Manosweta Dey,It doesn't give wire organizar,Blue,10-Sep-21,I just like it's sounds...but it have one disadvantage that they doesn't give wire organizar.,1
Krishnachaitanya,I like the product,White,31-Mar-22,Nice one who doesn't love buds enabled earphones.,5
Debdulal Das,Nice long wire and quality,White,19-Jun-21,Good quality wire,4
Ajay,Good speaker quality,White,19-Apr-22,Very good quality,5
Abhik,Stopped Working,White,13-Nov-21,The product worked fine for 2 weeks but after that 1 side stopped working. Dont buy.,1
Poulamikarjee,Great one,Blue,05-Dec-21,Nice sound,5
Rakesh K.,Not worth of cost,White,26-Dec-21,Poor noise cancellation.Not suitable for audio meetings.,2
Jessy John,Good,Black,23-Jul-21,Very good product to hear music and take calls and all,5
Shreyash Dadheech,Stopped working in days,Black,23-Sep-21,I got this piece two days back and now it stopped working .. there is no sound in one ear.,2
