country,location_name,condition_text,air_quality_PM2.5,air_quality_PM10
Mexico,Mexico City,Partly cloudy,16.465,23.865
Micronesia,Palikir,Light rain,3.515,6.105
Iran,Chi Chi Khvar,Sunny,17.02,56.61
Monaco,Monaco,Sunny,5.92,10.915
Mongolia,Ulaanbaatar,Clear,8.51,12.21
Montenegro,Podgorica,Moderate or heavy rain with thunder,18.87,24.975
Morocco,Rabat,Partly cloudy,12.21,22.94
Mozambique,Maputo,Partly cloudy,9.62,16.65
Myanmar,Yangon,Light rain,11.655,20.35
Namibia,Windhoek,Sunny,13.875,20.535
Turkey,Yaren,Partly cloudy,16.835,23.68
Nepal,Kathmandu,Partly cloudy,25.53,36.445
Netherlands,Amsterdam,Partly cloudy,13.505,15.725
New Zealand,Wellington,Overcast,15.54,28.86
Nicaragua,Managua,Mist,10.36,15.17
Niger,Niamey,Partly cloudy,10.915,17.945
Nigeria,Abuja,Partly cloudy,21.275,30.71
North Korea,Pyongyang,Clear,33.485,49.95
Macedonia,Skopje,Partly cloudy,26.64,39.59
Norway,Oslo,Partly cloudy,17.945,19.425
Oman,Muscat,Sunny,47.73,117.66
Pakistan,Islamabad,Sunny,54.02,84.73
Palau,Airai,Light rain,5.55,9.62
Bolivia,National,Sunny,241.24,346.32
Panama,Panama City,Partly cloudy,8.325,12.395
Papua New Guinea,Port Moresby,Partly cloudy,16.28,28.675
Paraguay,Aurora,Sunny,86.093,123.517
Peru,Lima,Patchy rain nearby,22.385,37.74
Philippines,Manila,Partly cloudy,22.755,36.445
Poland,Warsaw,Sunny,16.095,19.98
Portugal,Lisbon,Partly cloudy,15.54,24.42
Qatar,Doha,Sunny,49.025,198.505
Romania,Bucharest,Sunny,18.13,32.745
Russia,Moscow,Sunny,31.265,37.37
Rwanda,Kigali,Partly cloudy,24.05,36.26
Saint Kitts and Nevis,Basseterre,Partly cloudy,9.62,17.945
Saint Lucia,Castries,Torrential rain shower,4.81,9.065
Saint Vincent and the Grenadines,Kingstown,Light rain shower,6.481,11.882
Samoa,Apia,Partly cloudy,12.58,23.31
San Marino,San Marino,Partly cloudy,6.756,12.782
Belgium,'S Gravenjansdijk,Patchy rain nearby,5.92,8.695
Saudi Arabia,Riyadh,Sunny,27.195,185.185
Senegal,Dakar,Partly Cloudy,25.9,118.955
Serbia,Belgrade,Sunny,19.61,26.825
Seychelles Islands,Victoria,Partly cloudy,22.385,42.365
Sierra Leone,Freetown,Moderate rain,17.205,30.895
Singapore,Singapore,Partly cloudy,27.195,40.33
Slovakia,Bratislava,Heavy rain at times,11.655,12.025
Slovenia,Ljubljana,Partly cloudy,5.18,7.77
Solomon Islands,Honiara,Partly cloudy,8.51,14.615
Somalia,Mogadishu,Partly cloudy,13.69,24.605
South Africa,Pretoria,Partly cloudy,19.24,28.86
South Korea,Seoul,Clear,31.08,46.065
Sudan,Juba,Sunny,24.79,104.895
Spain,Madrid,Sunny,13.135,18.13
Sri Lanka,Colombo,Partly cloudy,16.65,33.3
Sudan,Khartoum,Sunny,30.155,145.225
Suriname,Paramaribo,Sunny,14.245,22.2
Sweden,Stockholm,Sunny,14.615,19.98
Switzerland,Bern,Light rain,3.33,4.625
Syria,Damascus,Sunny,29.045,53.28
Tajikistan,Dushanbe,Sunny,9.805,38.48
Tanzania,Dodoma,Partly cloudy,13.135,19.98
Thailand,Bangkok,Partly cloudy,15.17,24.975
Timor-Leste,Dili,Clear,7.955,13.875
Vietnam,Ban Lom,Fog,8.325,11.84
Tonga,Nuku`Aloia,Light rain,21.09,39.96
Trinidad and Tobago,Port Of Spain,Partly cloudy,18.315,32.375
Tunisia,Tunis,Partly cloudy,29.415,56.425
Turkey,Ankara,Partly cloudy,16.095,20.165
Turkmenistan,Ashgabat,Sunny,3.33,6.105
Tuvalu,Funafuti,Partly cloudy,14.43,27.01
Uganda,Kampala,Sunny,27.01,40.33
Ukraine,Kyiv,Sunny,17.945,20.535
United Arab Emirates,Abu Dhabi,Sunny,78.44,255.855
United Kingdom,London,Partly cloudy,7.215,10.545
United States of America,Washington Harbor,Overcast,6.845,10.175
Uruguay,Montevideo,Sunny,18.5,27.935
Uzbekistan,Tashkent,Sunny,22.015,31.82
Vanuatu,Port Vila,Partly cloudy,28.49,54.945
Venezuela,Caracas,Sunny,13.505,19.425
Vietnam,Hanoi,Light rain,46.065,67.895
Yemen,Sanaa,Patchy rain nearby,12.58,56.61
Zambia,Lusaka,Sunny,12.21,19.055
Zimbabwe,Harare,Sunny,13.505,20.905
Afghanistan,Kabul,Sunny,12.21,28.12
Albania,Tirana,Partly cloudy,14.43,16.095
Algeria,Algiers,Partly cloudy,17.76,35.15
Andorra,Andorra La Vella,Sunny,3.33,4.625
Angola,Luanda,Partly cloudy,34.965,55.87
Antigua and Barbuda,Saint John's,Partly cloudy,11.215,21.165
Argentina,Buenos Aires,Light drizzle,44.955,65.12
Armenia,Yerevan,Partly cloudy,34.965,67.71
Australia,Canberra,Clear,14.8,21.645
Austria,Vienna,Partly cloudy,4.81,5.55
Azerbaijan,Baku,Sunny,16.28,62.53
Bahamas,Nassau,Partly cloudy,9.62,17.575
Bahrain,Manama,Sunny,77.515,229.955
Bangladesh,Dhaka,Partly Cloudy,19.055,29.97
Barbados,Bridgetown,Partly cloudy,10.555,19.322
Belarus,Minsk,Sunny,19.425,37.555
Belgium,Brussels,Partly cloudy,13.69,24.235
Belize,Belmopan,Fog,5.55,8.325
Benin,Porto-Novo,Partly cloudy,16.835,27.195
Bhutan,Thimphu,Patchy rain nearby,4.07,5.92
Bolivia,Sucre,Overcast,81.585,118.03
Bosnia and Herzegovina,Sarajevo,Partly cloudy,6.845,8.695
Botswana,Gaborone,Sunny,8.88,13.69
Brazil,Bras,Sunny,21.645,32.005
Brunei Darussalam,Bandar Seri Begawan,Moderate or heavy rain with thunder,17.575,26.27
Bulgaria,Sofia,Light rain,22.2,29.045
Burkina Faso,Ouagadougou,Partly cloudy,11.1,26.085
Burundi,Bujumbura,Partly cloudy,37.0,56.795
Madagascar,Ivory,Sunny,8.695,13.135
Cape Verde,Praia,Partly cloudy,59.2,245.495
Cambodia,Phnom Penh,Partly cloudy,15.91,29.785
Cameroon,Ngaoundere,Partly cloudy,7.215,10.915
Canada,Ottawa,Partly cloudy,3.885,5.55
Central African Republic,Bangui,Patchy light rain in area with thunder,10.915,16.095
Chad,N'djamena,Partly cloudy,22.57,46.435
Chile,Santiago,Sunny,74.0,106.375
China,Beijing,Clear,64.565,141.71
Bulgaria,Bogot,Patchy rain nearby,20.535,32.19
Comoros,Moroni,Sunny,8.14,13.875
Congo,Brazzaville,Partly cloudy,29.415,42.735
Costa Rica,San Ignacio,Partly cloudy,10.73,15.54
Croatia,Zagreb,Partly cloudy,5.55,6.105
Cuba,Havana,Sunny,9.435,15.725
Cyprus,Nicosia,Partly cloudy,21.645,33.855
Czech Republic,Prague,Partly cloudy,5.18,7.215
Democratic Republic of Congo,Kinshasa,Partly cloudy,29.415,42.735
Denmark,Copenhagen,Partly cloudy,8.88,19.425
Djibouti,Djibouti,Mist,50.135,128.02
Dominica,Roseau,Partly cloudy,10.175,20.535
Dominican Republic,Santo Domingo,Partly cloudy,20.35,33.67
Ecuador,Quito,Sunny,8.88,12.95
Egypt,Cairo,Partly cloudy,35.52,64.75
El Salvador,San Salvador,Mist,15.355,22.385
Equatorial Guinea,Malabo,Light rain shower,5.18,7.77
Eritrea,Asmara,Patchy rain nearby,14.245,65.305
Estonia,Tallinn,Sunny,15.54,17.76
Swaziland,Mbabane,Partly cloudy,9.065,14.245
Ethiopia,Addis Ababa,Moderate or heavy rain with thunder,33.855,86.765
Fiji Islands,Suva,Partly cloudy,16.28,30.71
Finland,Helsinki,Sunny,14.43,19.055
France,Paris,Partly cloudy,15.17,21.645
Gabon,Libreville,Partly cloudy,7.77,11.47
Gambia,Banjul,Partly cloudy,12.025,20.905
Georgia,Tbilisi,Partly cloudy,23.125,87.505
Germany,Berlin,Sunny,8.325,18.685
Ghana,Accra,Partly cloudy,18.685,28.675
Greece,Athens,Partly cloudy,19.24,30.71
Grenada,Saint George's,Partly cloudy,15.91,28.305
Guatemala,Guatemala City,Mist,13.32,19.24
Guinea,Conakry,Partly cloudy,13.32,20.905
Guinea-Bissau,Bissau,Partly cloudy,13.505,22.2
Guyana,Georgetown,Partly Cloudy,19.795,31.635
Haiti,Port-Au-Prince,Partly cloudy,49.395,72.52
Vatican City,Vatican City,Sunny,6.29,8.51
Honduras,Tegucigalpa,Partly cloudy,10.175,14.8
Hungary,Budapest,Partly cloudy,5.92,7.585
Iceland,Vestmannaeyjar,Partly cloudy,2.754,10.833
India,New Delhi,Moderate or heavy rain with thunder,72.52,103.785
Indonesia,Jakarta,Partly cloudy,114.145,165.39
Iran,Tehran,Partly cloudy,28.86,91.39
Iraq,Baghdad,Sunny,67.155,176.12
Ireland,Dublin,Partly cloudy,8.695,28.12
Israel,Jerusalem,Sunny,25.16,43.29
Italy,Rome,Sunny,6.29,8.51
Jamaica,Port Royal,Partly cloudy,12.21,21.09
Japan,Tokyo,Partly cloudy,25.9,39.775
Jordan,Amman,Sunny,21.645,37.925
Kazakhstan,Astana,Partly cloudy,13.875,20.905
Kenya,Nairobi,Partly cloudy,21.46,32.375
Kiribati,Tarawa,Patchy rain nearby,18.315,35.15
Kuwait,Kuwait City,Sunny,51.43,325.6
Kyrghyzstan,Bishkek,Patchy rain nearby,19.055,37.185
Indonesia,Laos,Clear,15.355,23.31
Latvia,Riga,Sunny,20.72,27.565
Lebanon,Beirut,Partly cloudy,32.19,52.355
Lesotho,Maseru,Partly cloudy,14.245,21.275
Liberia,Monrovia,Patchy rain nearby,8.51,13.505
Thailand,Nan,Partly cloudy,7.585,10.545
Liechtenstein,Vaduz,Patchy rain nearby,7.77,9.065
Lithuania,Vilnius,Sunny,16.835,27.01
Luxembourg,Luxembourg,Partly cloudy,11.655,19.24
Madagascar,Antananarivo,Partly cloudy,2.22,3.145
Malawi,Lilongwe,Sunny,12.025,17.575
Malaysia,Kuala Lumpur,Partly cloudy,50.69,73.26
Maldives,Dhidhdhoo,Patchy rain nearby,10.541,22.442
Mali,Bamako,Partly cloudy,6.475,8.695
Malta,Valletta,Partly cloudy,13.505,39.59
Marshall Islands,Majuro,Overcast,4.07,7.4
Mauritania,Nouakchott,Sunny,12.395,95.83
Mauritius,Port Louis,Patchy rain nearby,12.58,23.125
Mexico,Mexico City,Overcast,16.28,23.495
Micronesia,Palikir,Overcast,6.66,12.025
Iran,Chi Chi Khvar,Partly Cloudy,18.5,100.27
Monaco,Monaco,Sunny,5.92,8.51
Mongolia,Ulaanbaatar,Clear,10.36,14.8
Montenegro,Podgorica,Partly cloudy,7.585,7.955
Morocco,Rabat,Partly cloudy,14.43,28.86
Mozambique,Maputo,Partly cloudy,16.65,27.195
Myanmar,Yangon,Moderate rain,14.06,22.015
Namibia,Windhoek,Sunny,13.875,20.165
Turkey,Yaren,Partly cloudy,28.305,42.365
Nepal,Kathmandu,Partly cloudy,23.31,34.41
Netherlands,Amsterdam,Light rain,13.505,23.68
New Zealand,Wellington,Clear,6.845,11.84
Nicaragua,Managua,Partly cloudy,8.14,12.21
Niger,Niamey,Partly cloudy,9.99,31.82
Nigeria,Abuja,Partly cloudy,17.39,24.975
North Korea,Pyongyang,Clear,29.23,42.55
Macedonia,Skopje,Light drizzle,14.245,15.17
Norway,Oslo,Light rain,4.995,9.25
Oman,Muscat,Sunny,58.83,161.505
Pakistan,Islamabad,Sunny,71.965,119.695
Palau,Airai,Overcast,9.065,15.91
Bolivia,National,Sunny,148.555,213.675
Panama,Panama City,Partly cloudy,11.285,16.28
Papua New Guinea,Port Moresby,Partly cloudy,12.765,22.755
Paraguay,Aurora,Sunny,173.024,248.544
Peru,Lima,Cloudy,18.685,32.005
Philippines,Manila,Partly cloudy,14.8,23.31
Poland,Warsaw,Partly cloudy,10.73,14.8
Portugal,Lisbon,Partly cloudy,20.72,33.855
Qatar,Doha,Sunny,68.635,202.39
Romania,Bucharest,Sunny,24.975,55.315
Russia,Moscow,Sunny,30.34,36.075
Rwanda,Kigali,Patchy light rain with thunder,22.385,34.04
Saint Kitts and Nevis,Basseterre,Partly cloudy,7.585,14.43
Saint Lucia,Castries,Partly cloudy,8.88,16.465
Saint Vincent and the Grenadines,Kingstown,Cloudy,10.622,18.903
Samoa,Apia,Partly cloudy,18.685,34.595
San Marino,San Marino,Partly cloudy,8.947,12.599
Belgium,'S Gravenjansdijk,Light rain shower,13.32,23.865
Saudi Arabia,Riyadh,Partly Cloudy,32.93,149.48
Senegal,Dakar,Partly cloudy,9.62,17.39
Serbia,Belgrade,Light rain,15.355,18.315
Seychelles Islands,Victoria,Partly cloudy,20.165,38.11
Sierra Leone,Freetown,Light drizzle,11.47,19.24
Singapore,Singapore,Partly cloudy,17.575,25.16
Slovakia,Bratislava,Partly cloudy,5.92,6.29
Slovenia,Ljubljana,Partly cloudy,7.77,10.175
Solomon Islands,Honiara,Partly Cloudy,7.77,12.765
Somalia,Mogadishu,Partly cloudy,14.985,26.27
South Africa,Pretoria,Sunny,13.32,20.165
South Korea,Seoul,Clear,55.5,82.325
Sudan,Juba,Sunny,18.87,61.605
Spain,Madrid,Sunny,14.615,18.13
Sri Lanka,Colombo,Partly cloudy,15.17,26.825
Sudan,Khartoum,Sunny,26.27,119.695
Suriname,Paramaribo,Sunny,13.69,21.275
Sweden,Stockholm,Partly cloudy,5.365,11.655
Switzerland,Bern,Partly cloudy,7.03,10.915
Syria,Damascus,Sunny,45.88,64.01
Tajikistan,Dushanbe,Sunny,12.025,37.74
Tanzania,Dodoma,Partly cloudy,14.06,21.275
Thailand,Bangkok,Partly cloudy,19.795,32.375
Timor-Leste,Dili,Clear,8.88,14.615
Vietnam,Ban Lom,Light rain,4.81,6.845
Tonga,Nuku`Aloia,Partly cloudy,22.755,42.92
Trinidad and Tobago,Port Of Spain,Partly cloudy,19.61,33.485
Tunisia,Tunis,Partly cloudy,11.84,32.19
Turkey,Ankara,Sunny,24.605,30.895
Turkmenistan,Ashgabat,Sunny,7.585,16.465
Tuvalu,Funafuti,Overcast,18.5,34.78
Uganda,Kampala,Moderate rain at times,29.23,43.105
Ukraine,Kyiv,Overcast,25.16,59.57
United Arab Emirates,Abu Dhabi,Sunny,70.67,187.775
United Kingdom,London,Partly cloudy,18.87,25.9
United States of America,Washington Harbor,Fog,12.58,18.87
Uruguay,Montevideo,Mist,43.105,61.605
Uzbekistan,Tashkent,Sunny,21.275,33.67
Vanuatu,Port Vila,Moderate rain,29.23,56.24
Venezuela,Caracas,Sunny,11.285,16.28
Vietnam,Hanoi,Light rain,20.165,28.86
Yemen,Sanaa,Patchy rain nearby,19.425,66.785
Zambia,Lusaka,Sunny,18.87,28.12
Zimbabwe,Harare,Sunny,10.73,16.28
Afghanistan,Kabul,Sunny,12.395,27.01
Albania,Tirana,Partly cloudy,13.505,14.985
Algeria,Algiers,Partly cloudy,25.16,33.115
Andorra,Andorra La Vella,Sunny,6.105,9.25
Angola,Luanda,Overcast,25.9,40.885
Antigua and Barbuda,Saint John's,Partly cloudy,12.663,24.24
Argentina,Buenos Aires,Sunny,18.87,28.305
Armenia,Yerevan,Partly cloudy,31.635,73.63
Australia,Canberra,Clear,8.51,12.395
Austria,Vienna,Partly cloudy,9.435,14.43
Azerbaijan,Baku,Sunny,24.42,153.735
Bahamas,Nassau,Partly cloudy,9.805,19.24
Bahrain,Manama,Sunny,87.135,240.315
Bangladesh,Dhaka,Patchy rain nearby,15.17,22.2
Barbados,Bridgetown,Partly cloudy,9.661,17.712
Belarus,Minsk,Sunny,34.78,50.69
Belgium,Brussels,Partly cloudy,9.065,17.205
Belize,Belmopan,Light rain shower,4.625,7.03
Benin,Porto-Novo,Partly cloudy,16.65,27.01
Bhutan,Thimphu,Patchy rain nearby,6.105,8.695
Bolivia,Sucre,Sunny,12.395,18.87
Bosnia and Herzegovina,Sarajevo,Partly cloudy,14.615,15.91
Botswana,Gaborone,Sunny,13.69,20.535
Brazil,Bras,Sunny,18.5,28.675
Brunei Darussalam,Bandar Seri Begawan,Partly cloudy,12.95,19.61
Bulgaria,Sofia,Overcast,9.62,11.655
Burkina Faso,Ouagadougou,Sunny,12.395,26.27
Burundi,Bujumbura,Partly cloudy,19.425,29.415
Madagascar,Ivory,Partly Cloudy,10.73,15.725
Cape Verde,Praia,Partly cloudy,24.42,46.435
Cambodia,Phnom Penh,Partly cloudy,16.835,27.935
Cameroon,Ngaoundere,Partly cloudy,6.105,8.695
Canada,Ottawa,Partly cloudy,12.025,17.205
Central African Republic,Bangui,Moderate or heavy rain with thunder,24.79,35.89
Chad,N'djamena,Partly cloudy,15.54,25.16
Chile,Santiago,Sunny,60.68,87.505
China,Beijing,Clear,93.425,141.71
Bulgaria,Bogot,Patchy rain nearby,17.39,18.315
Comoros,Moroni,Patchy rain nearby,11.655,19.98
Congo,Brazzaville,Overcast,43.66,63.085
Costa Rica,San Ignacio,Partly cloudy,11.285,16.65
Croatia,Zagreb,Partly cloudy,10.73,12.395
Cuba,Havana,Partly cloudy,14.245,22.755
Cyprus,Nicosia,Partly cloudy,15.725,34.41
Czech Republic,Prague,Partly cloudy,10.36,15.54
Democratic Republic of Congo,Kinshasa,Overcast,43.66,63.085
Denmark,Copenhagen,Overcast,6.475,14.06
Djibouti,Djibouti,Sunny,54.02,124.505
Dominica,Roseau,Partly cloudy,13.135,25.16
Dominican Republic,Santo Domingo,Sunny,21.09,34.595
Ecuador,Quito,Sunny,7.77,11.47
Egypt,Cairo,Sunny,40.145,107.485
El Salvador,San Salvador,Mist,20.905,31.82
Equatorial Guinea,Malabo,Partly cloudy,3.885,6.105
Eritrea,Asmara,Sunny,16.65,79.18
Estonia,Tallinn,Partly cloudy,7.585,9.805
Swaziland,Mbabane,Partly cloudy,24.605,36.26
Ethiopia,Addis Ababa,Patchy rain nearby,26.64,63.085
Fiji Islands,Suva,Partly cloudy,7.4,12.95
Finland,Helsinki,Partly cloudy,8.695,13.32
France,Paris,Partly cloudy,12.025,21.645
Gabon,Libreville,Patchy light rain,10.175,14.985
Gambia,Banjul,Partly cloudy,17.39,30.525
Georgia,Tbilisi,Sunny,42.18,94.535
Germany,Berlin,Partly cloudy,5.18,7.955
Ghana,Accra,Overcast,11.1,16.65
Greece,Athens,Partly cloudy,9.25,13.135
Grenada,Saint George's,Partly cloudy,13.875,25.16
Guatemala,Guatemala City,Fog,27.38,39.59
Guinea,Conakry,Partly cloudy,14.06,21.09
Guinea-Bissau,Bissau,Partly cloudy,11.47,18.13
Guyana,Georgetown,Patchy rain nearby,21.09,34.225
Haiti,Port-Au-Prince,Partly cloudy,44.4,65.675
Vatican City,Vatican City,Partly cloudy,11.285,15.54
Honduras,Tegucigalpa,Partly cloudy,14.985,21.83
Hungary,Budapest,Sunny,7.585,10.73
Iceland,Vestmannaeyjar,Sunny,2.387,6.426
India,New Delhi,Mist,71.78,103.23
Indonesia,Jakarta,Partly cloudy,53.65,77.145
Iran,Tehran,Partly cloudy,25.9,65.675
Iraq,Baghdad,Sunny,43.66,86.025
Ireland,Dublin,Light rain,5.55,18.87
Israel,Jerusalem,Sunny,22.57,36.075
Italy,Rome,Partly cloudy,11.285,15.54
Jamaica,Port Royal,Partly cloudy,13.505,22.2
Japan,Tokyo,Partly cloudy,24.42,38.85
Jordan,Amman,Sunny,18.5,30.34
Kazakhstan,Astana,Partly cloudy,7.77,11.285
Kenya,Nairobi,Partly cloudy,20.905,30.895
Kiribati,Tarawa,Cloudy,25.345,48.1
Kuwait,Kuwait City,Sunny,77.885,601.25
Kyrghyzstan,Bishkek,Sunny,17.945,29.97
Indonesia,Laos,Patchy rain nearby,15.91,24.605
Latvia,Riga,Sunny,12.025,14.06
Lebanon,Beirut,Partly cloudy,22.57,35.335
Lesotho,Maseru,Partly cloudy,16.65,24.605
Liberia,Monrovia,Light rain shower,15.54,23.125
Thailand,Nan,Light rain,7.215,10.545
Liechtenstein,Vaduz,Partly Cloudy,9.805,14.8
Lithuania,Vilnius,Partly cloudy,11.47,13.875
Luxembourg,Luxembourg,Partly cloudy,7.215,14.43
Madagascar,Antananarivo,Partly cloudy,7.215,11.1
Malawi,Lilongwe,Sunny,12.21,18.685
Malaysia,Kuala Lumpur,Partly cloudy,40.145,67.155
Maldives,Dhidhdhoo,Patchy rain nearby,8.331,16.152
Mali,Bamako,Partly cloudy,13.875,43.105
Malta,Valletta,Partly cloudy,11.47,32.93
Marshall Islands,Majuro,Partly cloudy,3.145,5.55
Mauritania,Nouakchott,Sunny,24.42,91.02
Mauritius,Port Louis,Sunny,12.95,24.05
Mexico,Mexico City,Patchy rain nearby,24.05,34.595
Micronesia,Palikir,Overcast,7.955,15.54
Iran,Chi Chi Khvar,Sunny,15.725,77.7
Monaco,Monaco,Partly cloudy,8.14,10.175
Mongolia,Ulaanbaatar,Clear,15.725,23.125
Montenegro,Podgorica,Partly cloudy,7.4,7.77
Morocco,Rabat,Partly cloudy,11.47,35.15
Mozambique,Maputo,Partly cloudy,31.265,48.1
Myanmar,Yangon,Overcast,12.025,19.795
Namibia,Windhoek,Sunny,15.54,22.755
Turkey,Yaren,Moderate or heavy rain with thunder,13.135,17.76
Nepal,Kathmandu,Partly cloudy,21.645,32.375
Netherlands,Amsterdam,Light rain,6.66,15.17
New Zealand,Wellington,Clear,4.995,9.065
Nicaragua,Managua,Partly cloudy,8.325,12.395
Niger,Niamey,Sunny,9.065,23.68
Nigeria,Abuja,Partly cloudy,14.06,20.165
North Korea,Pyongyang,Clear,43.845,64.38
Macedonia,Skopje,Partly cloudy,10.545,14.245
Norway,Oslo,Partly cloudy,4.625,8.51
Oman,Muscat,Sunny,78.44,176.675
Pakistan,Islamabad,Sunny,70.67,115.81
Palau,Airai,Light rain,16.095,29.415
Bolivia,National,Sunny,179.265,258.445
Panama,Panama City,Partly cloudy,8.51,12.58
Papua New Guinea,Port Moresby,Partly Cloudy,16.835,30.525
Paraguay,Aurora,Sunny,175.038,251.565
Peru,Lima,Cloudy,15.54,27.01
Philippines,Manila,Partly cloudy,13.875,21.09
Poland,Warsaw,Partly cloudy,13.69,20.165
Portugal,Lisbon,Partly cloudy,16.835,31.08
Qatar,Doha,Sunny,81.215,227.365
Romania,Bucharest,Light rain,15.17,18.685
Russia,Moscow,Sunny,46.99,78.625
Rwanda,Kigali,Partly cloudy,18.315,27.01
Saint Kitts and Nevis,Basseterre,Partly cloudy,9.99,18.87
Saint Lucia,Castries,Light rain,10.915,20.535
Saint Vincent and the Grenadines,Kingstown,Cloudy,9.002,16.563
Samoa,Apia,Partly cloudy,17.39,32.005
San Marino,San Marino,Partly cloudy,6.573,8.399
Belgium,'S Gravenjansdijk,Moderate rain,5.735,17.39
Saudi Arabia,Riyadh,Partly Cloudy,35.335,404.965
Senegal,Dakar,Partly cloudy,18.5,32.93
Serbia,Belgrade,Partly cloudy,9.25,15.17
Seychelles Islands,Victoria,Light rain shower,14.615,27.935
Sierra Leone,Freetown,Partly cloudy,22.385,36.63
Singapore,Singapore,Partly cloudy,61.605,88.245
Slovakia,Bratislava,Sunny,10.73,16.28
Slovenia,Ljubljana,Partly cloudy,9.25,10.73
Solomon Islands,Honiara,Partly cloudy,7.77,13.32
Somalia,Mogadishu,Partly cloudy,11.84,21.645
South Africa,Pretoria,Sunny,20.165,29.785
South Korea,Seoul,Overcast,44.03,64.565
Sudan,Juba,Partly Cloudy,32.005,104.71
Spain,Madrid,Sunny,9.25,12.95
Sri Lanka,Colombo,Light rain,12.765,22.94
Sudan,Khartoum,Sunny,24.235,115.07
Suriname,Paramaribo,Sunny,14.06,21.83
Sweden,Stockholm,Moderate rain,6.845,11.47
Switzerland,Bern,Light drizzle,8.14,13.505
Syria,Damascus,Sunny,17.205,26.64
Tajikistan,Dushanbe,Sunny,14.985,38.295
Tanzania,Dodoma,Partly cloudy,10.73,16.65
Thailand,Bangkok,Partly cloudy,12.765,19.425
Timor-Leste,Dili,Clear,7.4,11.84
Vietnam,Ban Lom,Fog,4.81,7.03
Tonga,Nuku`Aloia,Partly cloudy,11.1,20.72
Trinidad and Tobago,Port Of Spain,Partly cloudy,14.615,23.31
Tunisia,Tunis,Partly cloudy,10.175,21.83
Turkey,Ankara,Partly cloudy,17.39,22.015
Turkmenistan,Ashgabat,Sunny,8.325,12.95
Tuvalu,Funafuti,Partly cloudy,10.545,20.35
Uganda,Kampala,Patchy rain nearby,25.345,37.0
Ukraine,Kyiv,Partly Cloudy,35.335,52.17
United Arab Emirates,Abu Dhabi,Sunny,84.915,272.135
United Kingdom,London,Partly cloudy,6.845,14.615
United States of America,Washington Harbor,Overcast,2.59,3.885
Uruguay,Montevideo,Overcast,18.315,29.97
Uzbekistan,Tashkent,Sunny,24.42,38.295
Vanuatu,Port Vila,Light rain,29.97,57.905
Venezuela,Caracas,Sunny,11.655,16.835
Vietnam,Hanoi,Partly cloudy,24.42,34.965
Yemen,Sanaa,Sunny,23.125,83.065
Zambia,Lusaka,Sunny,11.655,17.945
Zimbabwe,Harare,Sunny,9.435,14.245
Afghanistan,Kabul,Sunny,12.025,21.645
Albania,Tirana,Partly cloudy,10.36,12.765
Algeria,Algiers,Partly cloudy,24.605,32.375
Andorra,Andorra La Vella,Patchy rain nearby,1.295,1.665
Angola,Luanda,Partly cloudy,33.855,50.135
Antigua and Barbuda,Saint John's,Partly cloudy,11.577,21.888
Argentina,Buenos Aires,Sunny,7.4,10.73
Armenia,Yerevan,Partly cloudy,41.625,82.51
Australia,Canberra,Partly cloudy,5.92,8.88
Austria,Vienna,Moderate rain at times,2.775,3.515
Azerbaijan,Baku,Sunny,18.315,37.74
Bahamas,Nassau,Partly cloudy,9.62,17.39
Bahrain,Manama,Sunny,95.83,258.445
Bangladesh,Dhaka,Partly Cloudy,54.575,79.735
Barbados,Bridgetown,Patchy rain possible,9.124,16.28
Belarus,Minsk,Partly cloudy,26.27,35.705
Belgium,Brussels,Moderate rain,8.695,15.17
Belize,Belmopan,Mist,8.14,13.32
Benin,Porto-Novo,Partly cloudy,10.36,17.39
Bhutan,Thimphu,Light rain,8.51,12.395
Bolivia,Sucre,Sunny,82.51,120.62
Bosnia and Herzegovina,Sarajevo,Partly cloudy,7.955,9.25
Botswana,Gaborone,Sunny,8.51,12.765
Brazil,Bras,Partly Cloudy,20.72,31.635
Brunei Darussalam,Bandar Seri Begawan,Partly cloudy,27.75,41.07
Bulgaria,Sofia,Partly cloudy,9.805,16.65
Burkina Faso,Ouagadougou,Partly cloudy,10.545,15.91
Burundi,Bujumbura,Sunny,14.8,22.385
Madagascar,Ivory,Sunny,7.955,12.58
Cape Verde,Praia,Partly cloudy,8.88,15.91
Cambodia,Phnom Penh,Partly cloudy,27.38,42.92
Cameroon,Ngaoundere,Patchy rain nearby,9.25,13.69
