Book,Num_Ratings,Genres
A Dark Design  (Les Fées: The French Fae Legend 0.25),63,[]
Twisting My Kaleidoscope,45,"['Memoir', 'Nonfiction']"
"What Does it Mean to be White in America?: Breaking the White Code of Silence, A Collection of Personal Narratives (2LP EXPLORATIONS IN DIVERSITY)",19,"['Anthropology', 'Essays']"
Napoleon: A Life,"19,047","['History', 'Biography', 'Nonfiction', 'France', 'War', 'European History', 'Biography Memoir']"
Nuestra Historia de Amor de Fracaso Hasta San Valentin,92,[]
"Tokyo Ghoul, Tome 1 (Tokyo Ghoul, #1)","130,507","['Manga', 'Horror', 'Fantasy', 'Graphic Novels', 'Comics', 'Fiction', 'Paranormal']"
The Dragon and the Princess,4,[]
"Dragons of Winter Night (Dragonlance: Chronicles, #2)","49,273","['Fantasy', 'Dragonlance', 'Fiction', 'Dragons', 'High Fantasy', 'Science Fiction Fantasy', 'Epic Fantasy']"
The Bobby Pins and other Short Stories,3,[]
الحرافيش,"16,819","['Novels', 'Fiction', 'Literature', 'Egypt', 'Classics', 'Historical Fiction', 'Africa']"
The Terror,"56,962","['Horror', 'Historical Fiction', 'Fiction', 'Fantasy', 'Thriller', 'Historical', 'Adventure']"
سال بلوا,"6,458","['Novels', 'Fiction', 'Literature', 'Iran', 'Romance', 'Contemporary', 'Roman']"
Chinese Astrology for Wealth and Prosperity,13,[]
"God, the Evolver: A Secular Approach to the Divine",115,"['Nonfiction', 'Religion', 'Spirituality', 'Philosophy']"
Traces of My Love: The Secrets of Heart,36,[]
Elementals: Mystic Warriors,51,[]
Imaginary Museums: Stories,522,"['Short Stories', 'Fiction', 'Contemporary', 'Literary Fiction', 'Anthologies', 'Adult', 'Flash Fiction']"
Adhaata Asao's Liege,156,['Fantasy']
Where's Waldo?,"7,484","['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Banned Books', 'Art', 'Humor']"
Pe urmele șamanului albastru,6,[]
"A Cry to War (The Last Warrior King Series, #1)",42,"['Fantasy', 'Historical Fiction', 'Africa', 'Young Adult']"
The Blue Umbrella,"10,365","['Fiction', 'Short Stories', 'Childrens', 'India', 'Indian Literature', 'Novella', 'Classics']"
Prometheus Bound and Other Plays,"8,046","['Classics', 'Plays', 'Drama', 'Mythology', 'Fiction', 'Poetry', 'Literature']"
Winterhorn,37,"['Fantasy', 'Fiction']"
"Brown Bear, Brown Bear, What Do You See?","174,942","['Picture Books', 'Childrens', 'Animals', 'Fiction', 'Classics', 'Storytime', 'Poetry']"
"The Last Sun (The Tarot Sequence, #1)","7,823","['Fantasy', 'Urban Fantasy', 'LGBT', 'Romance', 'Queer', 'M M Romance', 'Magic']"
"The Hanged Man (The Tarot Sequence, #2)","5,076","['Fantasy', 'Urban Fantasy', 'LGBT', 'Magic', 'M M Romance', 'Queer', 'Romance']"
Unorthodox: The Scandalous Rejection of My Hasidic Roots,"59,858","['Nonfiction', 'Memoir', 'Religion', 'Biography', 'Audiobook', 'Jewish', 'Biography Memoir']"
The Essays of Warren Buffett : Lessons for Corporate America,"7,008","['Business', 'Finance', 'Nonfiction', 'Economics', 'Money', 'Personal Finance', 'Buisness']"
The Hive,"17,803","['Mystery', 'Fiction', 'Thriller', 'Mystery Thriller', 'Audiobook', 'Crime', 'Suspense']"
Playing to Win: How Strategy Really Works,"6,642","['Business', 'Nonfiction', 'Leadership', 'Management', 'Entrepreneurship', 'Buisness', 'Self Help']"
How Can You Smell the Roses if the Tops Have Been Cut Off?,3,[]
Beyond Civilization: Humanity's Next Great Adventure,"2,648","['Nonfiction', 'Philosophy', 'Sociology', 'Environment', 'History', 'Politics', 'Sustainability']"
Jean-Christophe - I,814,"['Fiction', 'Classics', 'France', 'French Literature', 'Music', 'Literature', 'Novels']"
Dante's Divine Comedy: Boxed Set; Adapted by Marcus Sanders,117,"['Poetry', 'Religion', 'Classics', 'Literature', 'Fiction']"
Time of Wonder,"5,008","['Picture Books', 'Childrens', 'Fiction', 'Nature', 'Classics', 'Realistic Fiction', 'Family']"
The Four Elements of Life,15,[]
"The Fourth Queen (The Empyrical Tales, #1)",43,"['Fantasy', 'Fiction', 'Young Adult', 'Fairy Tales']"
"The Lost Queen (The Empyrical Tales, #2)",31,[]
Red Earth and Pouring Rain,"2,646","['Fiction', 'India', 'Fantasy', 'Magical Realism', 'Indian Literature', 'Literature', 'Asia']"
"The Man Who Warned America: The Life and Death of John O'Neill, the FBI's Embattled Counterterror Warrior",180,"['Nonfiction', 'History', 'American History', 'Politics', 'Biography']"
Lost in Infinity,59,[]
Aurélia and Other Writings,911,"['Poetry', 'France', 'Fiction', 'French Literature', 'Literature', 'Classics', '19th Century']"
Desert Rose: The Life and Legacy of Coretta Scott King,43,"['Biography', 'Nonfiction']"
"The Sweetness at the Bottom of the Pie (Flavia de Luce, #1)","163,081","['Mystery', 'Fiction', 'Historical Fiction', 'Young Adult', 'Audiobook', 'Mystery Thriller', 'Crime']"
The Mabinogion,"7,402","['Classics', 'Mythology', 'Fantasy', 'Fiction', 'Medieval', 'Arthurian', 'Literature']"
Mavericks,11,[]
Love Dreams,68,"['Contemporary Romance', 'Romance']"
Cosmic Connection: An Extraterrestrial Perspective,"1,955","['Science', 'Nonfiction', 'Astronomy', 'Physics', 'Philosophy', 'Space', 'History']"
The Uses of Enchantment: The Meaning and Importance of Fairy Tales,"5,501","['Nonfiction', 'Psychology', 'Fairy Tales', 'Literary Criticism', 'Folklore', 'Mythology', 'Philosophy']"
The Chronicles of Fire and Ice (The Legend of The Archangel #1),235,"['Fantasy', 'Angels', 'Paranormal', 'Romance', 'Young Adult', 'Paranormal Romance', 'Amazon']"
Freddy and Fredericka,"3,893","['Fiction', 'Humor', 'Contemporary', 'Audiobook', 'Literary Fiction', 'British Literature', 'Novels']"
The Dwarf,"6,396","['Fiction', 'Classics', 'Historical Fiction', 'Swedish Literature', 'Nobel Prize', 'Sweden', 'Literature']"
Bonjour tristesse,"43,465","['Fiction', 'Classics', 'France', 'French Literature', 'Romance', 'Novels', '20th Century']"
Letter to a Child Never Born,"18,450","['Fiction', 'Novels', 'Italian Literature', 'Feminism', 'Italy', 'Literature', 'Philosophy']"
The Beginning of Everything,"57,825","['Young Adult', 'Contemporary', 'Romance', 'Fiction', 'Realistic Fiction', 'Young Adult Contemporary', 'Coming Of Age']"
The Bridge Over the River Kwai,"9,222","['Fiction', 'Historical Fiction', 'Classics', 'War', 'France', 'World War II', 'Historical']"
Beyond Nostalgia,454,"['Romance', 'Fiction', 'Contemporary', 'Unfinished']"
"The Sight (The Sight, #1)","13,249","['Fantasy', 'Young Adult', 'Animals', 'Fiction', 'Wolves', 'Childrens', 'Adventure']"
The Bookmaker of Business: A Financial Tale,4,[]
The Night's Night,17,[]
Musings of a usual mind,1,[]
One Nation: What We Can All Do to Save America's Future,"3,795","['Nonfiction', 'Politics', 'History', 'Biography', 'Political Science', 'Memoir', 'Audiobook']"
Dragon's Bait,"7,966","['Fantasy', 'Dragons', 'Young Adult', 'Romance', 'Fiction', 'Magic', 'Adventure']"
Twisted,"35,817","['Young Adult', 'Realistic Fiction', 'Fiction', 'Contemporary', 'Teen', 'Coming Of Age', 'High School']"
Forgiveness,21,[]
Lemon Girl,80,"['Fiction', 'Indian Literature', 'Drama', 'Contemporary']"
The Travels of Marco Polo,4,"['Travel', 'History']"
The Pact (book 1),529,[]
Shift!,4,[]
"Inheritance (Wizards of Seattle, #1)",262,"['Fantasy', 'Urban Fantasy', 'Magic', 'Amazon']"
Best Of Ruskin Bond,"2,906","['Fiction', 'Short Stories', 'India', 'Classics', 'Indian Literature', 'Poetry', 'Literature']"
A Perfect Spy,"19,796","['Fiction', 'Espionage', 'Thriller', 'Mystery', 'Spy Thriller', 'Crime', 'Mystery Thriller']"
Silver Haze,41,['India']
The Sane Society,"2,414","['Psychology', 'Philosophy', 'Nonfiction', 'Sociology', 'Politics', 'Psychoanalysis', 'Society']"
"Doon (Doon, #1)","7,338","['Fantasy', 'Young Adult', 'Romance', 'Time Travel', 'Magic', 'Historical Fiction', 'Young Adult Fantasy']"
The Robber Knight (The Robber Knight Saga #1),"1,852","['Romance', 'Historical Fiction', 'Historical', 'Historical Romance', 'Fantasy', 'Medieval', 'Fiction']"
Bridgetown High,28,[]
Bluefish,"3,667","['Young Adult', 'Realistic Fiction', 'Middle Grade', 'Fiction', 'Contemporary', 'Teen', 'Juvenile']"
The Unknown She,0,[]
"Road to Nowhere (Road to Nowhere, #1)","5,961","['Romance', 'Dark', 'Military Fiction', 'Contemporary', 'Contemporary Romance', 'Suspense', 'New Adult']"
True Stories,5,"['History', 'Nonfiction']"
Soft Tortures,22,['Poetry']
"When the Lion Feeds (Courtney publication, #1; Courtney chronological, #9)","16,364","['Historical Fiction', 'Fiction', 'Africa', 'Adventure', 'Historical', 'Thriller', 'South Africa']"
"Rush Revere and the Brave Pilgrims (Adventures of Rush Revere, #1)","5,000","['Historical Fiction', 'Fiction', 'Childrens', 'Historical', 'Time Travel', 'Young Adult', 'Middle Grade']"
The Proximity of Stars,67,['Science Fiction']
Anti-Matter,8,[]
Caged Lions Never Roar,28,[]
"Red Rabbit (Jack Ryan, #2)","30,429","['Fiction', 'Thriller', 'Espionage', 'Action', 'Adventure', 'Military Fiction', 'Mystery']"
Essence Of Being,11,['Spirituality']
"Selfish: Permission to Pause, Live, Love and Laugh Your Way to Joy",9,[]
পথের পাঁচালী (অপুর পাঁচালী #1),"5,792","['Fiction', 'Classics', 'India', 'Novels', 'Indian Literature', 'Drama', 'Literary Fiction']"
"The Skull Beneath the Skin (Cordelia Gray, #2)","8,326","['Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Detective', 'British Literature', 'Thriller']"
The Orange Girl,"30,615","['Fiction', 'Philosophy', 'Young Adult', 'Novels', 'Romance', 'Contemporary', 'Scandinavian Literature']"
Shōgun,"168,271","['Historical Fiction', 'Fiction', 'Japan', 'Historical', 'Classics', 'Adventure', 'Asia']"
The Diana Chronicles,"5,179","['Biography', 'Nonfiction', 'History', 'Biography Memoir', 'Audiobook', 'British Literature', 'Womens']"
Scaling Up: How a Few Companies Make It...and Why the Rest Don't (Rockefeller Habits 2.0),"4,991","['Business', 'Nonfiction', 'Entrepreneurship', 'Management', 'Leadership', 'Buisness', 'Personal Development']"
When She Returned,"50,438","['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Psychological Thriller', 'Suspense']"
The Orphaned Anything's: Memoir of a Lesser Known,336,"['Fiction', 'Music', 'Young Adult']"
Resurrection,"22,596","['Classics', 'Fiction', 'Russian Literature', 'Russia', 'Literature', '19th Century', 'Novels']"
The Three Questions,"4,789","['Picture Books', 'Childrens', 'Fiction', 'Philosophy', 'Animals', 'Classics', 'Spirituality']"
Life's That Way,"1,412","['Nonfiction', 'Memoir', 'Biography', 'Autobiography', 'Biography Memoir', 'Supernatural', 'Adult']"
"The World as Will and Representation, Vol. 1","9,831","['Philosophy', 'Nonfiction', 'Classics', 'German Literature', '19th Century', 'Psychology', 'Metaphysics']"
A Woman in Berlin: Eight Weeks in the Conquered City: A Diary,"14,150","['History', 'Nonfiction', 'Memoir', 'Biography', 'War', 'World War II', 'Germany']"
Journey by Moonlight,"7,807","['Fiction', 'Hungarian Literature', 'Classics', 'Hungary', 'Literature', 'Italy', '20th Century']"
One Night at the Call Center,"58,521","['Fiction', 'Indian Literature', 'India', 'Romance', 'Contemporary', 'Novels', 'Drama']"
"Speak to Me of Abduction (Reel to Real, #1)",23,"['Romantic Suspense', 'Contemporary Romance', 'Suspense']"
"Hidden (Marchwood Vampires, #1)","1,429","['Vampires', 'Young Adult', 'Paranormal', 'Fantasy', 'Romance', 'Fiction', 'Paranormal Romance']"
The Corporation: The Pathological Pursuit of Profit and Power,"4,526","['Nonfiction', 'Economics', 'Politics', 'Business', 'History', 'Sociology', 'Society']"
Spontaneous Combustion: Enlightenment and the Cosmic Crucible,10,[]
I Am Not Myself These Days,"14,129","['Memoir', 'Nonfiction', 'LGBT', 'Humor', 'Biography', 'Queer', 'Biography Memoir']"
Justice: What's the Right Thing to Do?,"22,697","['Philosophy', 'Nonfiction', 'Politics', 'Law', 'Sociology', 'Psychology', 'History']"
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,"86,253","['Art', 'Nonfiction', 'Writing', 'Self Help', 'Philosophy', 'Psychology', 'Art Design']"
Mockingbird,"33,596","['Young Adult', 'Realistic Fiction', 'Fiction', 'Middle Grade', 'Autistic Spectrum Disorder', 'Contemporary', 'Childrens']"
"Orion: The Fight for Vox (Voxian, #2)",20,['Fantasy']
Coriolanus,"16,775","['Plays', 'Classics', 'Drama', 'Fiction', 'Theatre', 'Historical Fiction', 'Literature']"
A Lua de Joana,"7,475","['Portuguese Literature', 'Young Adult', 'Fiction', 'Childrens', 'Contemporary', 'Portugal', 'Classics']"
Telling Time by the Shadows,5,[]
Only the Paranoid Survive. Lessons from the CEO of INTEL Corporation,"8,767","['Business', 'Management', 'Nonfiction', 'Leadership', 'Biography', 'Technology', 'Entrepreneurship']"
Spilled Coffee,39,['Fiction']
Kris,34,['Fiction']
"The Tree House (The Tree House, #1)",105,"['Romance', 'Mystery', 'Adventure', 'Paranormal', 'Mystery Thriller']"
Success Isn't for Everyone:  How to build a Successful Foundation for your life.,31,[]
Be Great!: 365 Inspirational Quotes from the World's Most Influential People,19,[]
"365 Fun, Uplifting, and Inspirational Quotes from All the Top Movies",20,['Media Tie In']
Bentwhistle The Dragon in A Chilling Revelation (Book 2),134,"['Young Adult', 'Fantasy', 'Dragons']"
The Library of Babel,"7,928","['Fiction', 'Short Stories', 'Classics', 'Philosophy', 'Fantasy', 'Magical Realism', 'Books About Books']"
"Trust Trilogy (Trust Trilogy, #1-3; Trust series, #1-8)",128,[]
"Unsaid (The Manhattanites, #3)",611,"['M M Romance', 'BDSM', 'Romance', 'Erotica', 'Contemporary', 'Contemporary Romance', 'Fiction']"
Soldier and Spice - An Army Wife's Life,176,[]
"Untainted (Photographer Trilogy, #3)",251,"['Romance', 'New Adult', 'Romantic Suspense', 'Suspense', 'Contemporary Romance', 'Crime', 'Mystery Thriller']"
The Warrior,784,"['Christian Fiction', 'Christian', 'Fiction', 'Amazon', 'Prayer', 'Religion', 'Spirituality']"
Anne Hawksmoor: Time in the Tower,36,['Time Travel']
"Opiate Addiction - The Painkiller Addiction Epidemic, Heroin Addiction and the Way Out",128,['Nonfiction']
Liberty Defined: 50 Essential Issues That Affect Our Freedom,"3,008","['Politics', 'Nonfiction', 'Philosophy', 'Economics', 'History', 'Political Science', 'American History']"
Earthly Powers,80,"['Thriller', 'Mystery']"
"Unveiled (The Keeper, #5)",55,[]
Doctors,"14,303","['Fiction', 'Romance', 'Medical', 'Drama', 'Medicine', 'Contemporary', 'Novels']"
The Secret of Childhood,"1,293","['Education', 'Parenting', 'Nonfiction', 'Psychology', 'Childrens', 'Teaching', 'Science']"
Shades of Blue,"8,039","['Christian Fiction', 'Christian', 'Fiction', 'Romance', 'Contemporary', 'Inspirational', 'Adult Fiction']"
The Quran: English Meanings and Notes,73,"['Islam', 'Nonfiction']"
A New Forest Witch,2,[]
"Shadow Maker (Nick Baron, #2)",165,"['Fiction', 'Military Fiction']"
Introducing Charlotte,16,['Erotica']
Solitaire,"76,695","['Young Adult', 'Contemporary', 'Romance', 'LGBT', 'Fiction', 'Mental Health', 'Queer']"
Pangaea,20,[]
Ray of Sunlight,157,"['M M Romance', 'Young Adult', 'Contemporary', 'Romance', 'LGBT', 'Disability', 'Gay']"
"El amor, las mujeres y la vida","4,155","['Poetry', 'Spanish Literature', 'Romance', 'Fiction', 'Literature', 'Classics']"
The Illicit Happiness of Other People,"6,192","['Fiction', 'India', 'Indian Literature', 'Mystery', 'Contemporary', 'Literary Fiction', 'Literature']"
Persona normal,"25,878","['Young Adult', 'Contemporary', 'Spanish Literature', 'Fiction', 'Coming Of Age', 'Drama', 'Audiobook']"
"Resistance (Ilyon Chronicles, #1)","1,038","['Fantasy', 'Christian', 'Christian Fiction', 'Young Adult', 'Christian Fantasy', 'Adventure', 'Fiction']"
"Proposed Roads to Freedom: Socialism, Anarchism and Syndicalism",903,"['Philosophy', 'Politics', 'Nonfiction', 'History', 'Economics', 'Sociology', 'Political Science']"
Standing for Something: 10 Neglected Virtues That Will Heal Our Hearts and Homes,"14,362","['Religion', 'Nonfiction', 'Lds', 'Church', 'Self Help', 'Inspirational', 'Spirituality']"
"Mage Blood (Beyond Series, #1.5)",75,"['Fantasy', 'Dark Fantasy']"
Pretty Girls,"279,669","['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Crime', 'Suspense']"
Supergirl Mixtapes,459,"['Young Adult', 'Music', 'Contemporary', 'New York', 'Realistic Fiction', 'High School', 'Teen']"
Alchemist of the East,47,"['Love', 'India', 'Historical Fiction', 'Mythology', 'Romance', 'War', 'Literature']"
The Child Thief,"17,077","['Fantasy', 'Horror', 'Retellings', 'Fiction', 'Young Adult', 'Fairy Tales', 'Adult']"
"Billy The Kid, An Autobiography",306,"['History', 'Nonfiction', 'Biography', 'Westerns', 'Autobiography']"
Behind Blue Eyes,179,"['Vampires', 'Horror', 'Paranormal']"
War's Unwomanly Face,"29,459","['Nonfiction', 'History', 'War', 'Feminism', 'Russia', 'World War II', 'Historical']"
Between the World and Me,"314,561","['Nonfiction', 'Memoir', 'Race', 'Audiobook', 'History', 'Social Justice', 'Biography']"
All About Love: New Visions,"58,085","['Nonfiction', 'Feminism', 'Philosophy', 'Self Help', 'Essays', 'Love', 'Psychology']"
"Targeted for Murder (Wilderness, Inc, #1)",203,"['Love Inspired Suspense', 'Romance', 'Christian Fiction', 'Suspense', 'Love Inspired', 'Christian', 'Mystery']"
Fracked,37,"['Horror', 'Zombies']"
Desolation (Degeneration #2),30,['Zombies']
From Antarctica to Zimbabwe: How I Hit the Reset Button On My Life,8,"['Travel', 'Nonfiction']"
Destiny of Souls: New Case Studies of Life Between Lives,"7,718","['Spirituality', 'Nonfiction', 'New Age', 'Self Help', 'Metaphysics', 'Paranormal', 'Philosophy']"
I'd rather Starve than Cook!,125,"['Humor', 'Cooking']"
The World of Yesterday,"18,863","['History', 'Nonfiction', 'Biography', 'Memoir', 'Classics', 'German Literature', 'Literature']"
"Hungerspelen (The Hunger Games, #1)","7,963,186","['Young Adult', 'Fiction', 'Dystopia', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure']"
Inconvenient Memories: A Personal Account of the Tiananmen Square Incident and the China Before and After,71,"['China', 'History', 'Nonfiction', 'Memoir', 'Biography', 'Asia', 'Politics']"
The Sense of Touch,269,"['Short Stories', 'Literary Fiction', 'Fiction', 'Contemporary', 'Novels']"
The Truth-Seeker’s Handbook: A Science-Based Guide,77,"['Nonfiction', 'Science', 'Psychology', 'Self Help', 'Business', 'Politics', 'Teaching']"
Istorii cu Vlad Țepeș,5,[]
Stories Of The Prophets,"6,055","['Islam', 'Religion', 'History', 'Nonfiction', 'Spirituality', 'Biography', 'Reference']"
