id,premise,hypothesis,lang_abv
835f51cf4f,"Suddenly I sat down on the edge of the table and, covering my face with my hands, said: ""My God!""","Suddenly I sat up, took my face with my hands and began to cry.",en
84df2bb4e8,"However, in the tournament (without emotion) ""Falcons and Jets"" has a more compelling storyline.",Plane and falcon have boring stories.,en
ca4b529c1d,That would be a tenfold increase in Internet share.,This would increase the share of the Internet by ten.,en
94ac2a1ff7,"I haven't seen it before, and I still don't know why, aside from the explanation, you should also know what you are doing and nothing else.",I did not see it.,sw
8ad0ba6b2a,"No ii, I don't even like reading T News, I am trying to find out as this is another example just showing you words and facts and not providing comments and this gives me a quick chance . Let them talk during the day because you know we don't listen to the radio at work, so I don't like going all day without listening to it.","When I'm resting, always check my phone for news.",en
e696b21c5a,"Lucy screamed, I need to know.","Lucy wanted to know, but no one wanted to tell her.",en
3ac47e688c,We invite you to participate in the children's future program by sponsoring Indian children or participating in the membership environment to support our community's educational projects.,"If you decide to sponsor an Indian child, you are not eligible to participate for future children.",tr
6630688dba,"As a result, neither the Americans nor the Saudis are fully aware of all aspects of bilateral relations, including the role of the Saudis in American diplomacy in promoting the Middle East peace process.",The Saudis have invited US ambassadors to work on a peace project in the Middle East.,hi
0209b56e49,"As a result, the Old Alliance was born, a treaty between France and Scotland.",Japan and Sweden were members of the ancient union.,es
94a5d129ec,But many misunderstandings or misconceptions don't necessarily mean bias.,Exaggerated interpretations and misunderstandings are not biased.,en
f0cdeea967,It reinforced the speculation of sociologists.,"The old man said, add your guess to the psychologist.",en
89ba790f40,But there is much more,They seem to be exhausting us. But there is something else in the next room.,en
01e2007d47,"In 1995 and again in 1998, the Legal Services Corporation realized that legal services programs needed to change the way businesses were run in order to remain viable and meet the needs of low-income people.",The Legal Services Corporation has never considered the needs of the poor.,en
4b5da2a68a,And these poor people try to comply with the law. I do not know. I think they should return the death penalty.,It is useful to start using the death penalty again.,en
1b12b3898f,"I use my palms to touch my ugly cheeks, trying to stop my naturally aggressive movement.",You can see the spot where the bear scratches his cheek.,en
c2babbf1f9,Reacting to the feminization of culture,Culture has become feminized.,de
58d65fe7d4,"You need to loosen the screws a bit, as it will damage your lungs very quickly.",Spikes entering the trachea can damage the lungs.,hi
cd9d3403f0,This appears to include how he felt about what Voth did.,Carry his feelings about what happened most in him,en
b82970b513,"After the second lesson, I couldn't help but disturb how he looked at me, but I was starting to calm down.",The way he looks at me worries me.,en
096152b113,"Oh i don't know one, the other is growing up, this is what i know","When I was 7 years old, I only knew one thing:",en
5b5e2ae121,"Christ is on crutches, how will he persuade you and kill David Geffen with a kitchen knife?",Your support will not change.,en
c177b00ce6,"From 1998 to 2000, the federal government achieved a surplus and went from depleting national net savings to importers.","In the late 1990s, irresponsible spending led to deeper government debt.",en
9e813faaf0,Watch out for the guards there.,Be careful not to meet the guard.,en
3f82cc8f04,"If I participate, I can also get the approval of supersonic members.",I have to work hard to achieve my goal.,en
ffb12187ea,And internal control over any one of these 6,There is no internal control.,hi
87814b0f51,"If you have any other questions, please contact Chris Young, our Member Services Coordinator at (800) 877-6773.","If you have other questions, please contact our subscription service coordinator.",ur
f95dba85e9,Dinosaurs suppress their remains. A little book that fights scrap.,Dinosaurs are disappearing.,en
93eb41692b,Newsweek says how much the wrestling industry will attract fans.,Newsweek condemns the illegal acts carried out by professional boxers so as not to betray the interests of the fans.,fr
07c7724341,"But it was a very natural thing for an ordinary person. """"",The average person's suggestion was not inappropriate.,en
1e86c38999,"One of the great interiors of the time was the Great Price Tatuti, created by Mies Van der Rohe in 1928.",Accommodation in Tugendhat Haveli is considered very poor.,sw
a36baddf43,"Of course, I'll tell you",I say this because you promised not to repeat it.,tr
72f6e244da,Ah ah ah ah,"Hey, git.",en
be7af4e8ea,Nabiten trading city on the way from Gaza to Petra.,The commercial city of Nabatae is closed between Gaza and Petra.,en
6477e45d2e,"Nothing emphasizes the complexity of articulate language more than proper communication between pilots, group crews and air traffic controllers.",Pilots are always perfect communicators.,el
32df4893b5,"One of the initiatives includes the development of strategic directions, guidelines and standards for state governments in the development of e-commerce.",The initiative aims to eliminate all dependence on computer systems.,zh-cn
46d9a3bbda,"I mean they only had five children, one died.",All of their children survived.,tr
83d3acb204,The postal service may increase rates by at least 13.,The postal service would like prices to be higher.,en
f15546c965,Box Arts City Hall has been replaced by a nearby Government Center.,The Government Center was replaced by the City Hall.,ur
4c638d4ba7,"It was concluded that no passengers were involved in the 9/11 attacks, and no evidence has since been found to reverse this conclusion.",He believes several passengers were involved in the attack.,hi
525d29b4ad,Then I discovered that the criminal standards were low.,Then I realized that the criminal had very little ideology.,en
9337d03355,Other objections to the Littleton Community Statement is that it places too much blame on parents.,It is true that parents bear partial responsibility.,el
