Title,Genre,Tags,Director
Save the Green Planet!,"Comedy, Sci-Fi, Thriller","Korean Comedies,Korean Thrillers,Blue Dragon Film Award-winning Movies,Korean Movies,Thrillers,Sci-Fi Thrillers,Sci-Fi & Fantasy,Alien Sci-Fi,Dark Comedies,Comedies,Award-winning Movies",Joon-Hwan Jang
Spider-Man: Homecoming,"Action, Adventure, Sci-Fi","US Action,Blockbuster Sci-Fi & Fantasy,US Sci-Fi Adventure,Action Sci-Fi & Fantasy,Award-winning Movies,Action & Adventure,Sci-Fi & Fantasy,Adventures,Blockbuster Action & Adventure,Comic Book and Superhero Movies,US Movies,Sci-Fi Adventure,Action Movies",Jon Watts
Righteous Ties,"Comedy, Crime, Drama","Dramas,Korean Movies,Korean Drama Movies",Jin Jang
"Roman Israel, Esq.","Crime, Drama, Thriller","Biographical Dramas,Dramas,Dramas based on Real Life,Social Issue Dramas,US Movies,Movies Based on Real Life",Dan Gilroy
Whispering Corridors 3: Wishing Stairs,"Horror, Drama","Horror Movies,Korean Movies,Supernatural Horror Movies,Korean Horror Movies,Teen Screams",Jae-yeon Yun
The King and the Clown,"Drama, History","Dramas,Political Dramas,Korean Movies,Korean Drama Movies,Award-winning Movies,Baeksang Arts Awards Winners",Joon-ik Lee
Whatcha Wearin?,"Comedy, Romance","Korean Movies,Romantic Comedies,Korean Comedies,Romantic Korean Movies,Comedies,Romantic Movies",Sung-hyun Byun
Public Enemy,Action,"Korean Action & Adventure,Crime Action & Adventure,Korean Movies,Blue Dragon Film Award-winning Movies,Award-winning Movies,Baeksang Arts Awards Winners,Action & Adventure",Woo-Suk Kang
Sex Is Zero II,"Comedy, Drama, Romance","Korean Comedies,Romantic Comedies,Korean Movies,Romantic Movies,Comedies,Romantic Korean Movies",Tae-yun Yoon
Secret Sunshine,Drama,"Korean Drama Movies,Dramas,Korean Movies,Blue Dragon Film Award-winning Movies,Award-winning Movies,Dramas based on Books,Baeksang Arts Awards Winners",Chang-dong Lee
The Servant,"Comedy, Drama, Romance","Korean Drama Movies,Korean Movies,Dramas,Romantic Movies,Romantic Dramas,Quirky Romance,Romantic Korean Movies,Steamy Dramas,Steamy Romantic Movies",Dae-woo Kim
Single Rider,Drama,"Korean Drama Movies,Dramas,Korean Movies",Zoo Young Lee
The Unforgiven,Drama,"Military Dramas,Independent Movies,Korean Movies,Independent Dramas,Dramas,Korean Drama Movies",Jong-bin Yoon
Sleight,"Drama, Sci-Fi","Independent Movies,Sci-Fi Dramas,US Movies,Sci-Fi & Fantasy,Sci-Fi,Dramas,Crime Dramas",J.D. Dillard
Scout,Adult,"Comedies,Award-winning Movies,Baeksang Arts Awards Winners,Sports Comedies,Korean Movies,Korean Comedies",Takato Sadogatake
Set Me Free,Drama,"Dramas,Korean Movies,Independent Dramas,Korean Drama Movies,Independent Movies",Tae-yong Kim
Proud Mary,"Action, Crime, Drama, Thriller","US Movies,Action & Adventure,Action Thrillers,US Action,Crime Action & Adventure,Crime Movies,Gangster Movies",Babak Najafi
Typhoon,Action,"Action & Adventure,Action Thrillers,Korean Action & Adventure,Korean Movies",Kyung-taek Kwak
Private Eye,"Short, Comedy","Thrillers,Korean Movies,Korean Thrillers,Crime Thrillers",Joel Johnstone
Quick,"Action, Comedy, Crime, Thriller","Korean Action & Adventure,Action Thrillers,Korean Movies,Action & Adventure",Beom-gu Cho
Raging Years,"Action, Crime, Drama","Action & Adventure,Crime Action & Adventure,Korean Movies,Korean Action & Adventure",Kwon-taek Im
Rules of Dating,"Comedy, Romance","Romantic Korean Movies,Comedies,Steamy Romantic Movies,Romantic Movies,Korean Movies,Romantic Comedies,Korean Comedies",Jae-rim Han
Silmido,"Action, Drama","Baeksang Arts Awards Winners,Action & Adventure,Award-winning Movies,Korean Movies,Blue Dragon Film Award-winning Movies,Korean Action & Adventure,Military Action & Adventure",Woo-Suk Kang
Predators,"Action, Adventure, Sci-Fi, Thriller","Gory Horror Movies,Horror Movies,US Movies,US Horror Movies,Action & Adventure,Sci-Fi & Fantasy,Alien Sci-Fi,Action Sci-Fi & Fantasy,Sci-Fi Horror Movies",Nimród Antal
Perfect Number,"Drama, Thriller","Crime Thrillers,Korean Thrillers,Thrillers,Korean Movies",Pang Eun-Jin
The Dark Tower,"Action, Adventure, Fantasy, Horror, Sci-Fi, Western","Fantasy Movies,Action & Adventure,Sci-Fi & Fantasy,Adventures,Blockbuster Action & Adventure,US Movies,US Action,Blockbuster Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Movies Based on Books,Action Movies",Nikolaj Arcel
The Classic,"Drama, Romance","Korean Drama Movies,Blue Dragon Film Award-winning Movies,Korean Movies,Dramas,Romantic Favorites,Romantic Movies,Romantic Dramas,Baeksang Arts Awards Winners,Romantic Korean Movies,Award-winning Movies",Jae-young Kwak
The Flu,"Action, Drama, Sci-Fi","Korean Movies,Thrillers,Korean Thrillers",Sung-su Kim
The Suicide Forecast,"Comedy, Drama","Comedies,Dark Comedies,Korean Comedies,Korean Movies",Jin-mo Cho
R-Point,"Action, Horror, War","Supernatural Horror Movies,Korean Movies,Military Action & Adventure,Korean Horror Movies,Korean Action & Adventure,Action & Adventure,Horror Movies",Su-chang Kong
Searching for the Elephant,Drama,"Dramas,Korean Movies,Korean Drama Movies",Seung-koo Jhung
We Are Brothers,"Comedy, Drama","Comedies,Korean Comedies,Korean Movies",Jin Jang
Project 577,"Adventure, Comedy, Drama","Korean Movies,Korean Comedies,Comedies,Showbiz Documentaries,Documentaries",Lee Keun Woo
Ordinary Person,"Action, Crime, Drama","Crime Thrillers,Korean Movies,Thrillers,Korean Thrillers",Bong-han Kim
The Visitors: Bastille Day,"Comedy, Fantasy","French Movies,Comedies,Dark Comedies,International Movies",Jean-Marie Poiré
Rough Night,"Comedy, Crime, Thriller","Comedies,Dark Comedies,US Movies,Late Night Comedies",Lucia Aniello
My Tutor Friend,"Comedy, Romance","Romantic Favorites,Korean Movies,Romantic Comedies,Korean Comedies,Romantic Korean Movies,Award-winning Movies,Comedies,Baeksang Arts Awards Winners,Quirky Romance,Romantic Movies",Kyeong-hyeong Kim
All About My Wife,"Comedy, Drama, Romance","Comedies,Award-winning Movies,Romantic Korean Movies,Quirky Romance,Romantic Movies,Romantic Favorites,Romantic Comedies,Blue Dragon Film Award-winning Movies,Korean Movies,Korean Comedies",Kyu-dong Min
Godzilla: Resurgence,"Action, Adventure, Drama, Horror, Sci-Fi","Action Sci-Fi & Fantasy,Sci-Fi & Fantasy,Action & Adventure,Award-winning Movies,International Movies,Japanese Movies","Shinji Higuchi, Hideaki Anno"
Ardor,"Drama, Romance","Romantic Movies,Steamy Dramas,Dramas based on Books,Steamy Romantic Movies,Romantic Korean Movies,Award-winning Movies,Romantic Movies based on Books,Romantic Dramas,Korean Drama Movies,Dramas,Korean Movies,Blue Dragon Film Award-winning Movies",Young-Joo Byun
A Good Lawyers Wife,"Drama, Romance","Dramas,Korean Movies,Korean Drama Movies,Steamy Dramas",Sang-soo Im
All for Love,Drama,"Romantic Korean Movies,Romantic Dramas,Romantic Movies,Dramas,Crime Dramas,Korean Movies,Korean Drama Movies",Kyu-dong Min
Mapado 2,Comedy,"Korean Comedies,Korean Movies,Comedies",Sang-hoon Lee
Marshall,"Biography, Crime, Drama, History","Dramas based on Real Life,US Movies,Biographical Dramas,Crime Dramas,Dramas,Courtroom Dramas,Movies Based on Real Life,Crime Movies",Reginald Hudlin
Call Me by Your Name,"Drama, Romance","Oscar-winning Movies,Dramas,Independent Dramas,International Movies,Independent Movies,Romantic Movies,Award-winning Movies,Romantic Independent Movies,Dramas based on Books,Romantic Dramas,Romantic Movies based on Books,Italian Movies,LGBTQ Movies,Movies Based on Books,LGBTQ Dramas,Romantic LGBTQ Movies,Italian Dramas,Romantic Italian Movies",Luca Guadagnino
Himeanole,"Crime, Thriller","Crime Thrillers,Japanese Movies,International Movies,Thrillers",Keisuke Yoshida
Happy End,"Crime, Drama, Romance","Dramas,Crime Dramas,Korean Movies,Korean Drama Movies,Romantic Korean Movies,Romantic Dramas,Romantic Movies",Ji-woo Jung
Bleach: The Movie 2: The Diamond Dust Rebellion,"Animation, Action, Thriller","Japanese Movies,Action Anime,International Movies,Action & Adventure,Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Fantasy Anime,Anime,Anime Features,Sci-Fi & Fantasy Anime,Action",Noriyuki Abe
Crossing,Drama,"Korean Drama Movies,Korean Movies,Dramas,Social Issue Dramas",Tae-gyun Kim
A Dirty Carnival,"Action, Crime, Drama","Action & Adventure,Korean Action & Adventure,Action Thrillers,Korean Movies,Crime Action & Adventure",Ha Yoo
Jumanji: Welcome to the Jungle,"Action, Adventure, Comedy, Fantasy","Children & Family Movies,Action Sci-Fi & Fantasy,Blockbuster Sci-Fi & Fantasy,US Action,Family Features,Blockbuster Action & Adventure,Adventures,US Movies,Sci-Fi & Fantasy,Family Sci-Fi & Fantasy,Family Adventures,Action & Adventure,Movies based on childrens books,Fantasy Movies,Teen Movies,Comedies,Movies Based on Books,Action Comedies,Family Comedies,Comedy Blockbusters",Jake Kasdan
Jail Breakers,"Action, Comedy","Blue Dragon Film Award-winning Movies,Korean Movies,Baeksang Arts Awards Winners,Award-winning Movies,Comedies,Dark Comedies,Korean Comedies",Sang-Jin Kim
Arahan,"Action, Comedy","Korean Movies,Action & Adventure,Martial Arts Movies,Comedies,Action Comedies,Korean Action & Adventure,Action Thrillers,Korean Comedies",Seung-wan Ryoo
No Mercy,"Action, Crime, Thriller","Crime Thrillers,Thrillers,Korean Movies,Mysteries,Korean Thrillers",Hyeong-Joon Kim
No. 3,"Action, Comedy, Crime","Korean Movies,Action & Adventure,Blue Dragon Film Award-winning Movies,Baeksang Arts Awards Winners,Award-winning Movies,Comedies,Dark Comedies,Crime Action & Adventure,Korean Action & Adventure,Action Comedies,Korean Comedies",Neung-han Song
Love Now,"Adventure, Drama","Korean Drama Movies,Romantic Movies,Steamy Dramas,Steamy Romantic Movies,Romantic Korean Movies,Dramas,Korean Movies,Romantic Dramas",Yun-su Chong
Mapado,"Adventure, Comedy, Drama","Award-winning Movies,Comedies,Korean Movies,Blue Dragon Film Award-winning Movies,Korean Comedies",Chang-min Choo
Crush and Blush,Comedy,"Blue Dragon Film Award-winning Movies,Korean Movies,Comedies,Award-winning Movies,Korean Comedies",Kyoung-mi Lee
Like for Likes,"Comedy, Romance","Romantic Movies,Korean Comedies,Romantic Comedies,Korean Movies,Comedies,Romantic Korean Movies",Hyeon-jin Park
Marrying the Mafia,"Family, Romance","Korean Comedies,Romantic Movies,Romantic Korean Movies,Comedies,Award-winning Movies,Romantic Favorites,Blue Dragon Film Award-winning Movies,Korean Movies,Romantic Comedies",
Insidious: The Last Key,"Horror, Mystery, Thriller","Supernatural Horror Movies,Thrillers,US Movies,Horror Movies,US Thrillers,Supernatural Thrillers,US Horror Movies,Chilling Horror Films",Adam Robitel
Blade Runner 2049,"Action, Drama, Mystery, Sci-Fi, Thriller","Blockbuster Action & Adventure,Action Sci-Fi & Fantasy,US Movies,Sci-Fi Dramas,Action Thrillers,Oscar-winning Movies,Sci-Fi Thrillers,US Action,Award-winning Movies,Crime Action & Adventure,Action & Adventure,Blockbuster Sci-Fi & Fantasy,Sci-Fi & Fantasy,Dramas,Crime Movies,Crime Dramas,Futuristic Sci-Fi,Cyberpunk,Action,Crime Action,Film Noir,Police Action & Adventure,Police Movies,Police Dramas",Denis Villeneuve
Blood Rain,"Mystery, Thriller","Korean Thrillers,Korean Movies,Crime Thrillers,Thrillers",Dae-seung Kim
Manchester by the Sea,Drama,"Oscar-winning Movies,US Movies,Golden Globe Award-winning Movies,Award-winning Movies,Dramas,Tearjerkers",Kenneth Lonergan
Glove,"Drama, Sport","Korean Movies,Sports Dramas,Dramas,Dramas based on Real Life,Korean Drama Movies",Woo-Suk Kang
Another Public Enemy,"Action, Drama","Korean Action & Adventure,Action Thrillers,Crime Action & Adventure,Korean Movies,Action & Adventure",Woo-Suk Kang
May 18,"Drama, History","Dramas,Political Dramas,Korean Movies,Korean Drama Movies",Ji-hoon Kim
Hanbando,"Drama, Mystery, Thriller","Korean Thrillers,Korean Movies,Thrillers",Woo-Suk Kang
Kick the Moon,"Comedy, Drama","Korean Action & Adventure,Action Comedies,Korean Comedies,Korean Movies,Action & Adventure,Comedies",Sang-Jin Kim
Chappaquiddick,"Biography, Drama, History, Thriller","20th Century Period Pieces,Dramas,Political Dramas,Dramas based on Real Life,Movies Based on Real Life",John Curran
Good Morning President,Drama,"Political Dramas,Dramas,Korean Movies,Korean Drama Movies",Jin Jang
Flatliners,"Drama, Horror, Mystery, Sci-Fi, Thriller","Sci-Fi Dramas,US Thrillers,Psychological Thrillers,US Movies,Sci-Fi & Fantasy,Sci-Fi Thrillers,Thrillers,Dramas",Niels Arden Oplev
Baby Driver,"Action, Crime, Drama, Music, Thriller","Action & Adventure,Comedy Blockbusters,Dark Comedies,Comedies,Award-winning Movies,Crime Action & Adventure,Action Comedies,International Movies,British Movies,Crime Comedies,Crime Films,Heist Films",Edgar Wright
Bloody Ties,"Action, Crime, Thriller","Korean Action & Adventure,Action Thrillers,Korean Movies,Action & Adventure,Baeksang Arts Awards Winners,Award-winning Movies,Crime Action & Adventure",Ho Choi
"Murder, Take One","Comedy, Drama, Mystery","Korean Thrillers,Korean Movies,Crime Thrillers,Thrillers",Jin Jang
Dancing Queen,"Documentary, Music","Korean Movies,Romantic Comedies,Baeksang Arts Awards Winners,Romantic Korean Movies,Award-winning Movies,Comedies,Romantic Favorites,Romantic Movies,Korean Comedies",
Guardians,"Comedy, Drama, Mystery","International Movies,Action Sci-Fi & Fantasy,Comic Book and Superhero Movies,Sci-Fi & Fantasy,Action & Adventure",Mark A.C. Brown
My Wife Got Married,"Comedy, Romance","Romantic Movies,Korean Comedies,Romantic Comedies,Blue Dragon Film Award-winning Movies,Korean Movies,Romantic Movies based on Books,Quirky Romance,Baeksang Arts Awards Winners,Award-winning Movies,Comedies,Romantic Korean Movies,Romantic Favorites",Yun-su Chong
Closer to Heaven,"Drama, Romance","Korean Drama Movies,Romantic Movies,Dramas,Romantic Korean Movies,Romantic Dramas,Korean Movies",Jin-pyo Park
New Trial,"Crime, Drama","Dramas based on Real Life,Korean Drama Movies,Korean Movies,Crime Dramas,Dramas",Tae-Yun Kim
My Scary Girl,"Comedy, Crime, Drama, Romance","Comedies,Romantic Korean Movies,Dark Comedies,Romantic Comedies,Korean Movies,Quirky Romance,Korean Comedies,Romantic Movies",Jae-gon Son
Helpless,"Drama, Mystery, Thriller","Thrillers,Crime Thrillers,Award-winning Movies,Baeksang Arts Awards Winners,Korean Movies,Korean Thrillers,Mysteries",Young-Joo Byun
Seven in Heaven,"Drama, Horror, Mystery, Sci-Fi","Teen Screams,Horror Movies,Supernatural Horror Movies",Chris Eigeman
Cold Skin,"Action, Adventure, Fantasy, Horror, Sci-Fi, Thriller","Sci-Fi & Fantasy,Creature Features,International Sci-Fi & Fantasy,Monster Movies,Spanish Movies,Horror Movies,20th Century Period Pieces,International Movies,Fantasy Movies,Films Based on Books",Xavier Gens
Thirteen,Drama,"Dramas,Award-winning Movies,Independent Movies,Independent Dramas,Award-winning Dramas",Catherine Hardwicke
Underverden,"Action, Crime, Drama, Thriller","Crime Movies,Nordic Movies,Nordic Thrillers,Danish Movies,Scandinavian Thrillers,Scandinavian Crime Movies,Crime Thrillers,International Movies,Thrillers",Fenar Ahmad
The Princess Wei Young,"Drama, History, Romance","Asian TV Shows,Chinese TV Series,International Historical TV Dramas,International TV Shows,International TV Dramas,Romantic Chinese TV Shows,Romantic International TV Shows,TV Dramas,Period Pieces,Romantic TV Dramas,Chinese TV Shows,TV Shows Based on Books",
SIGNAL,Crime,"Japanese TV Thrillers,Japanese TV Shows,Japanese TV Dramas,Crime TV Dramas,TV Thrillers,Drama Programmes",
Ossans Love,"Comedy, Drama, Romance","Romantic Japanese TV Shows,Japanese TV Shows,Japanese TV Comedies,Comedy Programmes,Romantic TV Comedies",
Weightlifting Fairy Kim Bok Joo,"Comedy, Romance","Korean TV Comedies,Korean TV Shows,International TV Comedies,Romantic International TV Shows,Asian TV Shows,International TV Shows,Romantic Korean TV Shows,International TV Dramas,K-dramas,Comedy Programmes,Drama Programmes,Romantic TV Comedies,Romantic TV Dramas",
To the Fore,"Drama, Sport","International Dramas,Dramas,International Movies,Sports Dramas,Chinese Movies,Asian Movies,Hong Kong Films,Sports Films",Dante Lam
Tiger,Action,"International Movies,Crime Movies,Action & Adventure,Crime Action & Adventure,Dramas,Crime Dramas,Indian Films,Gangster Films,Punjabi-language Films,International Action & Adventure,International Dramas",Sartaj Singh Pannu
Pizza,Horror,"Horror Movies,Indian Movies,Thrillers,International Movies,Hindi-language Films,Bollywood Films,Supernatural Horror Movies",Akshay Akkineni
Vettai,Action,"Music & Musicals,Action Thrillers,Action & Adventure,Musicals,Crime Action & Adventure,Crime Movies,International Movies,Tamil-language Films,International Action & Adventure,Police Action & Adventure,Gangster Films,Police Movies,Indian Films,Action Movies,Crime Action",N. Linguswamy
Needhi Singh,"Action, Drama, Thriller","Indian Movies,Crime Action & Adventure,Dramas,Crime Movies,International Movies,Crime Dramas,Action & Adventure,Action Thrillers,Social Issue Dramas,Punjabi-language Films,International Action & Adventure,International Dramas",Jaivi Dhanda
Wake Up Sid,"Comedy, Drama, Romance","Bollywood Movies,Romantic Movies,Comedies,Romantic Comedies,International Movies,International Comedies,Romantic Favourites,Indian Films,Hindi-language Films",Ayan Mukherjee
Nasha,"Drama, Thriller","Romantic Movies,Steamy Romance,Romantic Dramas,Indian Movies,International Movies,Dramas,Bollywood Films,Hindi-language Films,International Dramas",Amit Saxena
Peace Haven,"Comedy, Drama, Fantasy","Indian Movies,International Movies,Dramas,Independent Dramas,Independent Movies,Comedies,Dark Comedies,Independent Comedies,Sci-Fi & Fantasy,Fantasy,Bengali-language Films,International Sci-Fi & Fantasy,International Comedies,International Dramas",Suman Ghosh
