director_name,genres,comb
Sam Raimi,Comedy Fantasy Horror Thriller,Ted Raimi Dan Hicks Kassie Wesley DePaiva Sam Raimi Comedy Fantasy Horror Thriller
Louis C.K.,Action Adventure Comedy Musical,Wanda Sykes J.B. Smoove Robert Vaughn Louis C.K. Action Adventure Comedy Musical
Anthony C. Ferrante,Horror,Ian Ziering John Heard Cassandra Scerbo Anthony C. Ferrante Horror
Salvador Carrasco,Drama History,Elpidia Carrillo Zaide Silvia Gutiérrez Damián Delgado Salvador Carrasco Drama History
André Øvredal,Comedy Drama Fantasy Horror,Otto Jespersen Johanna Mørck Glenn Erland Tosterud André Øvredal Comedy Drama Fantasy Horror
Robert Cary,Comedy Romance,Frances Conroy Fred Willard Kevin Sussman Robert Cary Comedy Romance
Akiva Schaffer,Action Comedy Sci-Fi,Will Forte Nicholas Braun Rosemarie DeWitt Akiva Schaffer Action Comedy Sci-Fi
Adam Rapp,Comedy Drama,Zooey Deschanel Will Ferrell Dallas Roberts Adam Rapp Comedy Drama
Angela Robinson,Action Comedy Romance,Jordana Brewster Geoff Stults Scoot McNairy Angela Robinson Action Comedy Romance
Warren P. Sonoda,Action Biography Crime Drama Family Fantasy,Diahann Carroll Mykel Shannon Jenkins Lara Jean Chorostecki Warren P. Sonoda Action Biography Crime Drama Family Fantasy
Amanda Gusack,Crime Drama Mystery Thriller,Alice Krige Christian Campbell Blaine Anderson Amanda Gusack Crime Drama Mystery Thriller
Avi Nesher,Action Comedy Crime Thriller,Fisher Stevens Elizabeth Berkley Robert Townsend Avi Nesher Action Comedy Crime Thriller
unknown,Drama Thriller,James Nesbitt Ash Cook Genevieve O'Reilly unknown Drama Thriller
Charles Adelman,Horror Thriller,Teri Polo Kevin Pollak Jere Burns Charles Adelman Horror Thriller
Jay Oliva,Action Animation Crime Sci-Fi Thriller,Michael Emerson Mark Valley Grey Griffin Jay Oliva Action Animation Crime Sci-Fi Thriller
Charles Ferguson,Documentary,Jane Goodall Jerry Brown Peter Agnefjall Charles Ferguson Documentary
Uwe Boll,Action Adventure Fantasy Thriller,Bashar Rahal Shelly Varod Ralitsa Paskaleva Uwe Boll Action Adventure Fantasy Thriller
Mark Young,Action Crime Drama Thriller,Alexa PenaVega Jake Busey Lew Temple Mark Young Action Crime Drama Thriller
Daniel Petrie Jr.,Drama Thriller,Chris Brochu Jeff Fahey Rita Wilson Daniel Petrie Jr. Drama Thriller
Antonio Simoncini,Crime Mystery Thriller,Ray Winstone Joe Egan Glen Murphy Antonio Simoncini Crime Mystery Thriller
Mel Brooks,Comedy,Madeline Kahn Harvey Korman Dick Van Patten Mel Brooks Comedy
Luc Jacquet,Documentary,Morgan Freeman Sofie Gråbøl Romane Bohringer Luc Jacquet Documentary
J.C. Chandor,Biography Drama Thriller,Kevin Spacey Demi Moore Ashley Williams J.C. Chandor Biography Drama Thriller
Eldar Rapaport,Drama Romance,Murray Bartlett Adrian Gonzalez Edward Conna Eldar Rapaport Drama Romance
Clark Gregg,Comedy Drama,Anjelica Huston Matt Gerald Jonah Bobo Clark Gregg Comedy Drama
Damien Chazelle,Drama Music,J.K. Simmons Melissa Benoist Chris Mulkey Damien Chazelle Drama Music
Fernando Meirelles,Crime Drama,Alice Braga Seu Jorge Alexandre Rodrigues Fernando Meirelles Crime Drama
Justin Kerrigan,Comedy Music,Danny Dyer John Simm Shaun Parkes Justin Kerrigan Comedy Music
Nathan Frankowski,Biography Drama Music,Corbin Bleu Rus Blackwell Luis Antonio Nathan Frankowski Biography Drama Music
Karen Moncrieff,Crime Drama Mystery,James Franco Bruce Davison Piper Laurie Karen Moncrieff Crime Drama Mystery
Thomas Vinterberg,Drama,Thomas Bo Larsen Alexandra Rapaport Hana Shuan Thomas Vinterberg Drama
Bob Clark,Comedy Family,Zack Ward Darren McGavin Scott Schwartz Bob Clark Comedy Family
Alejandro Monteverde,Drama Romance,Armando Riesco Ramon Rodriguez Eduardo Verástegui Alejandro Monteverde Drama Romance
Mark L. Lester,Action Crime Drama Thriller,Roddy McDowall Perry King Timothy Van Patten Mark L. Lester Action Crime Drama Thriller
Jennifer Finnigan,Comedy,Geoff Stults Kenan Thompson Josh Hopkins Jennifer Finnigan Comedy
Eric Styles,Drama Romance,Samantha Morton Rupert Graves Miriam Margolyes Eric Styles Drama Romance
Laurent Cantet,Drama,François Bégaudeau Agame Malembo-Emene Angélica Sancio Laurent Cantet Drama
Roman Polanski,Drama Horror,John Cassavetes Mia Farrow Charles Grodin Roman Polanski Drama Horror
John Ford,Drama Western,Lee Marvin Woody Strode Vera Miles John Ford Drama Western
Max Mayer,Drama Romance,Peter Gallagher Terry Walters Amy Irving Max Mayer Drama Romance
Joshua Marston,Crime Drama,Catalina Sandino Moreno Wilson Guerrero Yenny Paola Vega Joshua Marston Crime Drama
Mike Mills,Comedy Drama Romance,Goran Visnjic Lou Taylor Pucci Mary Page Keller Mike Mills Comedy Drama Romance
John Gulager,Action Comedy Horror Thriller,Krista Allen Eric Dane Henry Rollins John Gulager Action Comedy Horror Thriller
John Landis,Comedy,John Belushi Karen Allen Tim Matheson John Landis Comedy
Guy Hamilton,Action Adventure Thriller,Honor Blackman Gert Fröbe Lois Maxwell Guy Hamilton Action Adventure Thriller
Brandon Cronenberg,Horror Sci-Fi Thriller,Sarah Gadon Douglas Smith Caleb Landry Jones Brandon Cronenberg Horror Sci-Fi Thriller
Frank Capra,Drama Family Fantasy Romance,Donna Reed Lionel Barrymore Thomas Mitchell Frank Capra Drama Family Fantasy Romance
Danny Boyle,Drama,Kelly Macdonald Shirley Henderson Ewen Bremner Danny Boyle Drama
Spike Lee,Comedy Documentary,Bernie Mac Cedric the Entertainer Steve Harvey Spike Lee Comedy Documentary
Tod Williams,Horror,Sprague Grayden Molly Ephraim Micah Sloat Tod Williams Horror
Kirk Jones,Comedy,James Nesbitt David Kelly Fionnula Flanagan Kirk Jones Comedy
Michael Moore,Crime Documentary Drama,Michael Moore Dick Clark Bill Clinton Michael Moore Crime Documentary Drama
Yimou Zhang,Drama,Li Gong Daoming Chen Ni Yan Yimou Zhang Drama
Jack Sholder,Fantasy Horror,Clu Gulager Robert Rusler Marshall Bell Jack Sholder Fantasy Horror
James Ivory,Drama Romance,Julian Sands Rupert Graves Denholm Elliott James Ivory Drama Romance
James DeMonaco,Horror Sci-Fi Thriller,Rhys Wakefield Adelaide Kane Chris Mulkey James DeMonaco Horror Sci-Fi Thriller
Scott Derrickson,Horror Mystery,Danielle Kotch Victoria Leigh James Ransone Scott Derrickson Horror Mystery
David Raynr,Biography Comedy Documentary,Nancy O'Dell Mikki Padilla Dayna Devon David Raynr Biography Comedy Documentary
Richard Brooks,Drama Romance,Burl Ives Judith Anderson Jack Carson Richard Brooks Drama Romance
Ted Post,Action Adventure Sci-Fi,Linda Harrison Gregory Sierra Victor Buono Ted Post Action Adventure Sci-Fi
Charles Martin Smith,Comedy Drama Family Sport,Kevin Zegers Bill Cobbs Michael Jeter Charles Martin Smith Comedy Drama Family Sport
Kunihiko Yuyama,Action Adventure Animation Family Fantasy Sci-Fi,Veronica Taylor Eric Stuart Lisa Ortiz Kunihiko Yuyama Action Adventure Animation Family Fantasy Sci-Fi
Tom McLoughlin,Horror Thriller,Tony Goldwyn Ron Palillo Vincent Guastaferro Tom McLoughlin Horror Thriller
David Lean,Adventure Drama War,William Holden Sessue Hayakawa Jack Hawkins David Lean Adventure Drama War
Patrick Read Johnson,Adventure Comedy Sci-Fi,Ariana Richards Royal Dano Tonya Lee Williams Patrick Read Johnson Adventure Comedy Sci-Fi
Alfred Hitchcock,Comedy Thriller,Ed Lauter Bruce Dern William Devane Alfred Hitchcock Comedy Thriller
Billy Wilder,Comedy Drama Romance,Fred MacMurray Ray Walston David White Billy Wilder Comedy Drama Romance
Adam Marcus,Fantasy Horror Thriller,Kane Hodder Leslie Jordan Erin Gray Adam Marcus Fantasy Horror Thriller
Alfred Hitchcock,Thriller,Tamara Toumanova Lila Kedrova David Opatoshu Alfred Hitchcock Thriller
Michel Gondry,Comedy Documentary Music,Common Dave Chappelle Lauryn Hill Michel Gondry Comedy Documentary Music
John Maclean,Western,Michael Fassbender Kodi Smit-McPhee Ben Mendelsohn John Maclean Western
Michael Schultz,Comedy Drama Music,Blair Underwood LisaGay Hamilton Bobby Brown Michael Schultz Comedy Drama Music
Benny Boom,Action Comedy Crime,Omari Hardwick Donald Faison Mike Epps Benny Boom Action Comedy Crime
Richard Brooks,Drama,Shirley Jones Jean Simmons Edward Andrews Richard Brooks Drama
Stanley Kramer,Drama War,Maximilian Schell Montgomery Clift Spencer Tracy Stanley Kramer Drama War
David Raynr,Comedy,Donald Faison Deon Richmond Countess Vaughn David Raynr Comedy
unknown,Animation Comedy,Matthew Senreich Seth Green Breckin Meyer unknown Animation Comedy
Howard Hawks,Action Adventure Romance Western,Montgomery Clift Walter Brennan Harry Carey Jr. Howard Hawks Action Adventure Romance Western
Nnegest Likké,Comedy,Mo'Nique Jimmy Jean-Louis Joyful Drake Nnegest Likké Comedy
Richard Linklater,Drama Romance,Seamus Davey-Fitzpatrick Ariane Labed Athina Rachel Tsangari Richard Linklater Drama Romance
Christopher Leitch,Comedy Fantasy,John Astin Robert Neary Kim Darby Christopher Leitch Comedy Fantasy
Don Coscarelli,Action Fantasy Horror Sci-Fi Thriller,Angus Scrimm A. Michael Baldwin James Le Gros Don Coscarelli Action Fantasy Horror Sci-Fi Thriller
Michael Schultz,Drama,Loretta Devine Kimberly Elise Clifton Powell Michael Schultz Drama
Patricia Cardoso,Comedy Drama,America Ferrera Lupe Ontiveros George Lopez Patricia Cardoso Comedy Drama
unknown,Drama War,Rachel Griffiths Jessica De Gouw Luke Ford unknown Drama War
Deepa Mehta,Drama Romance,John Abraham Lisa Ray Seema Biswas Deepa Mehta Drama Romance
Damien O'Donnell,Comedy Drama,Archie Panjabi Jimi Mistry Om Puri Damien O'Donnell Comedy Drama
Peter M. Cohen,Comedy Romance,Callie Thorne Brian Van Holt David Heyman Peter M. Cohen Comedy Romance
Mira Nair,Crime Drama History Romance,Indira Varma Sarita Choudhury Rekha Mira Nair Crime Drama History Romance
Nicole Holofcener,Comedy Drama,Oliver Platt Thomas Ian Nicholas Ann Morgan Guilbert Nicole Holofcener Comedy Drama
Mel Stuart,Family Fantasy Musical,Peter Ostrum Jack Albertson Julie Dawn Cole Mel Stuart Family Fantasy Musical
Anthony Hickox,Fantasy Horror,Julian Sands Zach Galligan Paula Marshall Anthony Hickox Fantasy Horror
Tom Schulman,Comedy Crime,Kristy Swanson George Hamilton Dyan Cannon Tom Schulman Comedy Crime
Terrence Malick,Drama Romance,Sam Shepard Stuart Margolin Richard Libertini Terrence Malick Drama Romance
Jill Sprecher,Drama,Matthew McConaughey Rob McElhenney Amy Irving Jill Sprecher Drama
Darren Stein,Comedy Crime Thriller,Julie Benz Judy Greer Jeff Conaway Darren Stein Comedy Crime Thriller
Julian Schnabel,Biography Drama,Gary Oldman Michael Wincott Courtney Love Julian Schnabel Biography Drama
Noah Baumbach,Comedy Drama Romance,Greta Gerwig Grace Gummer Vanessa Ray Noah Baumbach Comedy Drama Romance
Gavin Hood,Crime Drama,Terry Pheto Nambitha Mpumlwana Rapulana Seiphemo Gavin Hood Crime Drama
Todd Solondz,Comedy Drama,Philip Seymour Hoffman Jon Lovitz Dylan Baker Todd Solondz Comedy Drama
George Gallo,Comedy Documentary,Eddie Griffin Joe Howard Robert Noble George Gallo Comedy Documentary
Kevin Smith,Comedy Drama Horror,Johnny Depp Haley Joel Osment Michael Parks Kevin Smith Comedy Drama Horror
Chan-wook Park,Drama Mystery Thriller,Min-sik Choi Ji-tae Yu Hye-jeong Kang Chan-wook Park Drama Mystery Thriller
David Nixon,Drama Family,Robyn Lively Michael Bolten Christopher Schmidt David Nixon Drama Family
Jason Eisener,Action Comedy Thriller,Gregory Smith Robb Wells Molly Dunsworth Jason Eisener Action Comedy Thriller
Enrique Begne,Action Comedy,Kevin Pollak Héctor Jiménez Erick Elias Enrique Begne Action Comedy
Matthew Bright,Comedy Crime Drama Thriller,Bokeem Woodbine Dan Hedaya Robert Peters Matthew Bright Comedy Crime Drama Thriller
Michael Landon Jr.,Drama Family Western,William Morgan Sheppard Kevin Gage Brianna Brown Michael Landon Jr. Drama Family Western
Andrea Arnold,Drama,Michael Fassbender Harry Treadaway Jason Maza Andrea Arnold Drama
Whit Stillman,Comedy Drama Romance,Greta Gerwig Megalyn Echikunwoke Zach Woods Whit Stillman Comedy Drama Romance
unknown,Horror Sci-Fi Thriller,Craig T. Nelson Colm Feore Megalyn Echikunwoke unknown Horror Sci-Fi Thriller
Leslye Headland,Comedy Romance,Kirsten Dunst Adam Scott Andrew Rannells Leslye Headland Comedy Romance
unknown,Comedy Drama Horror Sci-Fi Thriller,Danny Pino Megan Hilty Zach Grenier unknown Comedy Drama Horror Sci-Fi Thriller
Bobby Roth,Drama Family Music,Virginia Madsen Aaron Ashmore Lindsey Haun Bobby Roth Drama Family Music
Tim Heidecker,Comedy,Michael Gross William Atherton Bob Ross Tim Heidecker Comedy
Rupert Wyatt,Crime Drama Thriller,George Kennedy Cjon Saulsberry Griffin Cleveland Rupert Wyatt Crime Drama Thriller
unknown,Drama,Susan Hampshire Amanda Mealing Tim Healy unknown Drama
Marco Kreuzpaintner,Comedy Drama Romance Sport,Alicja Bachleda Kostja Ullmann Robert Stadlober Marco Kreuzpaintner Comedy Drama Romance Sport
Kate Connor,Drama History War,Johnny Pacar Eric Stoltz Brendan Fehr Kate Connor Drama History War
Deon Taylor,Horror Thriller,Matt Cohen Betsy Russell Noah Segan Deon Taylor Horror Thriller
Jason Alexander,Comedy Drama,Gretchen Mol Patti LuPone Peter Onorati Jason Alexander Comedy Drama
Xavier Gens,Drama Sci-Fi Thriller,Michael Biehn Lauren German Rosanna Arquette Xavier Gens Drama Sci-Fi Thriller
Conor McPherson,Drama Horror Romance,Aidan Quinn Iben Hjejle Jim Norton Conor McPherson Drama Horror Romance
Will Canon,Horror Thriller,Frank Grillo Scott Mechlowicz Aaron Yoo Will Canon Horror Thriller
Philip Zlotorynski,Comedy,Neil Hopkins Darren Keefe Reiher David Douglas Philip Zlotorynski Comedy
Tim Burton,Adventure Family Fantasy,Johnny Depp Alan Rickman Anne Hathaway Tim Burton Adventure Family Fantasy
Lance Kawas,Comedy,Taylor Negron Michael Rapaport Talia Shire Lance Kawas Comedy
Francesca Gregorini,Drama,Tom Everett Scott Amy Sedaris Chris Kattan Francesca Gregorini Drama
Marcio Garcia,Action Drama Thriller,John Savage Kristi Clainos Emily Nelson Marcio Garcia Action Drama Thriller
David Wain,Comedy,Christopher Meloni Amy Poehler Jack McBrayer David Wain Comedy
Craig Moss,Comedy,French Stewart Ashley Martin Olivia Alexander Craig Moss Comedy
Michael Jai White,Action Drama Sport,Michael Jai White Alex Meraz Jillian Murray Michael Jai White Action Drama Sport
John Boorman,Crime Thriller,Lee Marvin Angie Dickinson Carroll O'Connor John Boorman Crime Thriller
Paolo Monico,Comedy,Stephanie Szostak Sarah Rafferty Salvatore Santone Paolo Monico Comedy
Youssef Delara,Thriller,Noel Gugliemi David Bianchi Jason Priestley Youssef Delara Thriller
Darin Scott,Drama Horror Mystery Thriller,Julian Morris Shantel VanSanten John Robinson Darin Scott Drama Horror Mystery Thriller
Christian Sesma,Thriller,Bokeem Woodbine Brooke Newton Brett Wagner Christian Sesma Thriller
Monte Hellman,Adventure Crime Drama,Everett McGill Jack Taylor Fabio Testi Monte Hellman Adventure Crime Drama
Kenneth Branagh,Drama Family Fantasy Romance,Hayley Atwell Derek Jacobi Lily James Kenneth Branagh Drama Family Fantasy Romance
Brian Caunter,Action Adventure Crime Drama,Mike Starr Stacy Keach Frank Vincent Brian Caunter Action Adventure Crime Drama
Chris D'Arienzo,Comedy Drama Romance,Judy Greer Cybill Shepherd Shea Whigham Chris D'Arienzo Comedy Drama Romance
Walter Salles,Drama,Fernanda Montenegro Matheus Nachtergaele Othon Bastos Walter Salles Drama
Frank Capra,Comedy Drama,Ann-Margret Glenn Ford Thomas Mitchell Frank Capra Comedy Drama
Isaac Florentine,Action Crime,Anthony L. Fernandez Nick Chinlund Scott Evans Isaac Florentine Action Crime
Susan Seidelman,Comedy Romance,Dyan Cannon Michael Nouri Brenda Vaccaro Susan Seidelman Comedy Romance
Michael Polish,Drama Horror Mystery Thriller,Olivia Rose Keegan Patrick Bauchau Mia Barron Michael Polish Drama Horror Mystery Thriller
Heidi Ewing,Documentary,Greg Crowe James Ransone Tempestt Bledsoe Heidi Ewing Documentary
Richard Donner,Fantasy Horror Mystery,Lee Remick Patrick Troughton Billie Whitelaw Richard Donner Fantasy Horror Mystery
Alexandre Aja,Horror,Cécile De France Maïwenn Oana Pellea Alexandre Aja Horror
Leon Ford,Comedy Drama Romance Sci-Fi,Maeve Dermody Patrick Brammall Kelly Paterniti Leon Ford Comedy Drama Romance Sci-Fi
Hank Braxtan,Action Horror Thriller,Q'orianka Kilcher Gregory Cruz Allegra Carpenter Hank Braxtan Action Horror Thriller
Craig Brewer,Crime Drama Music,Isaac Hayes Paula Jai Parker Elise Neal Craig Brewer Crime Drama Music
Billy Wilder,Comedy Music Romance,Nehemiah Persoff Joe E. Brown George Raft Billy Wilder Comedy Music Romance
John Carl Buechler,Horror,Kane Hodder Terry Kiser William Butler John Carl Buechler Horror
Victor Fleming,Adventure Family Fantasy Musical,Margaret Hamilton Terry Billie Burke Victor Fleming Adventure Family Fantasy Musical
Mel Brooks,Comedy,Madeline Kahn Peter Boyle Teri Garr Mel Brooks Comedy
George A. Romero,Horror,Megan Park Shawn Roberts Joe Dinicol George A. Romero Horror
Rajkumar Hirani,Comedy Drama Romance,Vidya Balan Sanjay Dutt Jimmy Shergill Rajkumar Hirani Comedy Drama Romance
Victor Nunez,Drama,Peter Fonda Patricia Richardson Vanessa Zima Victor Nunez Drama
Carroll Ballard,Adventure Family Sport,Teri Garr Kelly Reno Hoyt Axton Carroll Ballard Adventure Family Sport
Rohit Jugraj,Romance,Bhavkhandan Singh Rakhra Neeru Bajwa Diljit Dosanjh Rohit Jugraj Romance
Thorbjørn Christoffersen,Action Adventure Animation Comedy Sci-Fi,Iben Hjejle Frank Hvam Casper Christensen Thorbjørn Christoffersen Action Adventure Animation Comedy Sci-Fi
John Ford,Adventure Comedy Romance,Lee Marvin Cesar Romero Jack Warden John Ford Adventure Comedy Romance
Alex van Warmerdam,Comedy Drama,Rijk de Gooyer Ariane Schluter Henri Garcin Alex van Warmerdam Comedy Drama
Victor Fleming,Drama Fantasy Romance War,Spencer Tracy Esther Williams Irene Dunne Victor Fleming Drama Fantasy Romance War
Mel Brooks,Comedy Western,Madeline Kahn David Huddleston Harvey Korman Mel Brooks Comedy Western
Joseph Zito,Horror Thriller,Judie Aronson Tom Everett Kimberly Beck Joseph Zito Horror Thriller
Pawel Pawlikowski,Drama,Joanna Kulig Agata Trzebuchowska Agata Kulesza Pawel Pawlikowski Drama
James Ivory,Drama Romance,Rupert Graves Denholm Elliott Simon Callow James Ivory Drama Romance
Frank Sebastiano,Comedy Sport,Joe Lo Truglio Laurie Metcalf Seymour Cassel Frank Sebastiano Comedy Sport
Rand Ravich,Drama Sci-Fi Thriller,Johnny Depp Charlize Theron Clea DuVall Rand Ravich Drama Sci-Fi Thriller
Stacy Peralta,Documentary History Sport,Gerry Lopez Gabrielle Reece Laird John Hamilton Stacy Peralta Documentary History Sport
Nacho Vigalondo,Horror Mystery Sci-Fi Thriller,Karra Elejalde Nacho Vigalondo Bárbara Goenaga Nacho Vigalondo Horror Mystery Sci-Fi Thriller
Hao Ning,Action Adventure Comedy,Jack Kao Bo Huang Zheng Xu Hao Ning Action Adventure Comedy
Tony Giglio,Horror Thriller,Brianna Brown Nick Searcy Beth Broderick Tony Giglio Horror Thriller
Stanley Donen,Comedy Musical Romance,Rita Moreno Debbie Reynolds Cyd Charisse Stanley Donen Comedy Musical Romance
