Drug,Review,Rating,Condition,Year
Meloxicam,"Had a still undiagnosed pain and inflammatory issue. Hands feet wrists ankles shoulders knees elbows... right and left side of body. 
Doctor took me off of ibuprofen. Put on Meloxicam and 1000mg of tylenol because of acid reflux. Inflammation got really bad everywhere but acid reflux got better. Could hardly walk. Now have neck pain and rotator cuff pain and shoulder blades. Both sides of body. Taking Meloxicam the whole time and did nothing for pain or inflammation. 
Going back to ibuprofen til can identify underlying problemRead More Read Less",1.7,Other,2023
Meloxicam,Meds work well for pain but don't last long and stomach issues is my biggest complaint,4.0,Other,2023
Meloxicam,"Treating for herniated discs in lower lumbar region along with Cervical region. Meloxicam seemed to provide some relief but after taking for a year plus , started to feel like I was kicked in the stomach. I never felt like this prior, always had strong stomach.
stomach sickness now for three weeks.
stopped taking after conversation with my doctor and after 3 days am starting to feel better.
Wouldn't recommend for learn term use.",2.3,Joint Damage causing Pain and Loss of Function,2023
Meloxicam,I felt zero relief and the gas pains are REAL!! Reminded me of the gas I had after my c-section.,2.0,Joint Damage causing Pain and Loss of Function,2023
Meloxicam,Shoulder pain after a fall. Does nothing for the pain.,1.3,Joint Damage causing Pain and Loss of Function,2023
Meloxicam,"As others have posted, it has given my life back at 64 years old.",5.0,Rheumatoid Arthritis,2023
Meloxicam,"I am a relatively healthy 80-year-old woman, working out 3x a week with a generally clean diet - mostly vegetables and fruits - but I suffer from aching joints, muscles, and a bit of sciatica, so I am always in some degree of discomfort.  Well, within just a few hours of taking this drug, I felt relief, and I'm hoping that will continue so that I can go on enjoying an active life.",4.0,Other,2023
Meloxicam,"I was prescribed Meloxicam after fracturing my spine after. It was/is fantastic, every other ache in my body disappeared as well. Over a couple of months I found my bone on bone knee pain and inflammation reduced so I could exercise more.  I could wear my rings again as my finger inflammation reduced.my Carpal tunnel pain went away. It made me realise how much inflammation/arthritis impacted my everyday life. As others said I felt 20 years younger. I was on it for two years with no side effects, I made sure I took it with my largest meal a day. I did not have any side effects until I started taking another medication that is also known to upset stomach/gastrointestinal so perhaps combined effect upset the apple cart. I reduced to 7.5 from 15mg daily but experienced bad reflux. Then starts the drugs to fix actions of drugs cascade. I do not want to take proton pump inhibitors forever! They interact and stop efficiency of other medications and upset balance of gut flora. What interacts with what? Once you go down the rabbit hole searching for answers you may get lost forever. I recently did a scholarly search on ‘experts in drug interactions’ that in itself was an eye opener. When you uncover that a large proportion of what is accepted as research consists of ‘researchers’ Cherry picking already available research papers to draw ‘new’ conclusions one’s faith in Pharmaceuticals plummets (  didn’t think it could go any lower)
Conclusion. Exercise although painful and mind bogglingly boring helps a lot but Meloxicam made me feel so much better ?? Read More Read Less",4.7,Joint Damage causing Pain and Loss of Function,2023
Meloxicam,"I have osteoarthritis in my feet and knee. I was prescribed Meloxicam for it. The only side effects I have had is an upset stomach but taking it with food and a full glass of water helps. 
It has been very effective for stopping my joint pain. I only take it about every other day when I have an event where I am on my feet for long periods of time. Usually I only need to take it a couple of times of week for it to be effective and give me my mobility back.",5.0,Other,2023
Meloxicam,"15mg 1x day. No relief. Aware of possible side effects but in so much pain a couple days I took 2 in 24hrs. Once 2 at same time. Another time hours apart.
Nothing. No side effects but no relief at all either. Worthless. Not on any Rx but low dose BP med. No alcohol. No drugs. Had hope for a bit. Very disappointed.",2.0,Joint Damage causing Pain and Loss of Function,2023
Meloxicam,Would not recommend this drug.  Was prescribed Mobic 15 MG for chronic tendinitis in wrists and ankles.  Took it for three weeks.  Did not provide significant pain relief; also caused chronic acid reflux symptoms and lower abdominal pain that has persisted even after discontinuing the drug for two months.,2.0,Other,2023
Meloxicam,"when I use this Rx.  I am pain free.  I love this medication.   No side effects at all,  it's been a life saver.",5.0,Joint Damage causing Pain and Loss of Function,2023
Meloxicam,I fell and broke my patella (kneecap) which had to be wired back together.They did not remove the wire and I think that makes it uncomfortable at times but I also think I don't walk the same and it has caused me back pain as well.,5.0,Other,2023
Meloxicam,"I am NO fan of meds, but I have to admit, when I take this for hip and knee pain, it helps tremendously.  I had a hip replacement 16 years ago (in my early 40's).  It resulted in that leg being 1.25"" inches longer than the other!...which has caused many more issues over time. Because of reviews, I only take this when I have upcoming events that require me to be more ""easily mobile"".  I don't have any side effects that I've noticed.  I'd like to know if taking it for an extended period would solve my issues or just mask them longer or cause other issues.Read More Read Less",5.0,Joint Damage causing Pain and Loss of Function,2023
Meloxicam,I'm shocked to read of everyone's bad experiences. I've been taking this med for 2 weeks now and it has greatly improved my mobility. I have not had any side effects at all and it has helped me to sleep better. If I do wake up I fall back to sleep easily.,5.0,Joint Damage causing Pain and Loss of Function,2023
Meloxicam,"It is only day two but this already has given me tremendous bone pain relief. I lost the use of my arm after breast cancer radiation.  The arm is dead but as the bones deteriorate, it is worse than childbirth pain. This drug gives me relief! I’m glad to read through these comments so I know what to look for reaction wise.",4.0,Joint Damage causing Pain and Loss of Function,2023
Meloxicam,"My doctor prescribed Meloxicam for pain after a cosmetic procedure.  I have very long thick hair which I take care of very well, and I always monitor hair shedding carefully.  After just taking ONE pill, my hair started falling out in gobs.  I have no heath issues, I take no medications, and I had no change to diet.  I looked it up and find that hair loss seems to be a common complaint from this medication. Doctors should understand more about this and warn their patients.",1.7,Other,2022
Meloxicam,"I have pain in neck, spine, lower back, knees, elbows, carpals & hands. Over the past few years I've tried physical therapy, spinal injections, knee injections, had carpal surgeries, chiropractic, acupuncture, Lidocaine patches, tens unit & heat application, & only really got some relief (enough to force myself to function) adding braces & wraps, stretching, exercise & Aleve, plus I was on prednisone for 2 years. I had to stop prednisone when my rib fractured just from normal work. The past year my lower back pain has become unbearable & constant. The frustrating part is why...being told I have Fibromyalgia, damaged bone marrow from chemo, now possibly ankylosing spondylitis. The rheumatologist gave me Meloxicam since I was not getting relief with Aleve anymore. I did read where it takes 2 to 3 weeks to work. Well, here I am approaching week 4 & I am done. I've had dizziness, a feeling of my tendons, veins & muscles being on fire, constant nausea on the brink of puking & sometimes do puke even when I have nothing to puke up, headaches & worse of all, my widespread pain has intensified to rival the pain in my lower back! I can't eat right, I can't sleep, I can't think straight due to brain fog & headaches, I can't even drink any beverage other than water or I will puke it up. 3 weeks of inability to even function, only able to work 3 to 4 hours before feeling like my muscles are ceasing up & I drag myself to a heating pad on the floor with knees to my chest, literally crying from the pain & having to crawl to the bathroom (Oh & the bowels do not like this medicine at all, from excruciating constipation to nasty diarrhea) so I crawl to the freaking bathroom because if I try to get up & walk the dizziness makes me fall anyway. I gave this crap ""3 weeks to work"" & all is has done is brought pain & misery. Needless to say, I am so Done with Meloxicam!Read More Read Less",1.7,Joint Damage causing Pain and Loss of Function,2022
Meloxicam,"Last week I began a daily dose of 7.5 mg for lower-back/sacroiliac pain.  I was not noticing any help with the pain.  On the third day, mid-day about an hour after taking the pill with a large protein smoothie and water, I was overcome by extreme dizziness. I quickly ate some nuts and jello and drank lots of water.  I grabbed my thermometer and made it to the couch and lay down just in time.   My temp was below 96.  My pulse (finger to wrist checked) was below 54.  I was very cold.  I lay there for over two hours, trying to breathe calmly, waiting for the dizziness to pass.  It finally did.  I will never take Meloxicam again.  I have since read that this drug contains sulfa, and I am allergic to sulfa antibiotics and apparently also to ANY med with sulfa in it.  That may explain my adverse reaction.Read More Read Less",1.3,Joint Damage causing Pain and Loss of Function,2022
