title,description,age_rating
Singasan Battisi,Raja Bhoja discovers the throne of the legendary King Vikramaditya. The 32 statues of cursed Apsaras guarding the throne tell him stories of the great king.,U
The Great Mouse Detective,"When Professor Ratigan kidnaps London's master toymaker, Basil has to engage in a battle of wits with his nemesis to foil his evil plans.",U
Asadhya Kalla,"Chinnappa and his gang target rich people. One day, they find a weeping Raja on the road, and Chinnappa shelters him. But will his good deed bear fruit?",U/A 7+
Holudh Cheethi,"Struggling to find his place in a metro city, artistically inclined Rishabh returns to his hometown to start afresh. What does the future hold for him?",U
Kalasala,"Shobhana belongs to an upper middle-class family, who has to spend time in a government college. But things change when she falls in love with Muthu.",U/A 13+
Nadodi Mannan,"When Padmanabhan is appointed mayor of the city, he works to solve the problems of the common man and fight corruption. A journalist helps him in his crusade.",U/A 7+
Alice In Wonderland,Alice encounters a White Rabbit while chasing him and she falls into the magical world of Wonderland with its kaleidoscope of off-the-wall characters.,U
Fantasia,Leopold Stokowski and the Philadelphia Orchestra joined forces with Walt Disney and his team to create an unprecedented motion picture entertainment.,U
Wandering Soul,"Tormented by the tragedies of life, Ramesh is thrust into emotional turmoil. In pursuit of peace, he ends up taking a drastic step.",U/A 16+
Maurya,"Manu, a professional kick-boxer, will do anything to fulfil his mother's wish. Through ups and downs, he struggles hard to become the ultimate champion.",U/A 16+
Dammed But Not Damned,"The much-talked-about Sardar Sarovar Dam displaced over 100,000 tribes people. Three decades later, this deep dive investigates whether they are better or worse off.",U/A 13+
Predator 2,"A police chief discovers that an invisible creature, an extraterrestrial big game hunter known as the Predator, is killing criminals and cops.",A
Ramadhandu,"Sriram is a widower raising six kids. Into his life comes Gouri, who raises her sister's five children. Things get crazier when they marry each other.",U/A 13+
Kudumbam Namukku Sreekovil,The crash in the stock market affects business tycoon Dharmapalan drastically. And his happy family life also gets shattered.,U/A 13+
Gundragovi,"Kummi is petty criminal struggling to eke out a living. He finds an abandoned child and seeks Madhu's help to take care of it. However, soon problems arise.",U/A 13+
Kannezhuthi Pottumthottu,"Bhadra seeks revenge against Natesan, who had killed her parents years ago. Her modus operandi is simple - seduce his son and spoil their relationship.",U/A 16+
The Perfect Match,"Excited to take their relationship to the next level, Riya and Harsh commit for life. Soon, they realise that dating and marrying are a different ball game.",U/A 13+
Choices,Jennifer Park believes in a woman's right to choose. Altaf Khan believes that abortion is a sin. The choices they make force them to look at life in new ways.,U/A 16+
Brain In A Box,"In a bid to identify the flaws in his self-built AI machine, a young scientist forges a special experiment but ends up discovering its mysterious feature.",U/A 7+
Lamp Life,Lamp Life answers the question of what happened to Bo Peep and her sheep before she makes her comeback in Toy Story 4.,U
Sensibly Won,"Kate is a screenwriter and her script for a feature film is copied by producer Adams. Kate feels let down, is supported by her friends. But, ultimately it is Kate, who stands up for herself and wins against producer Adams.",U/A 13+
Mayuri,"Ajay has an affair with Sofia, the wife of his boss, Sheshadri. Later, Ajay and Sofia kill Mayuri, his former lover. Will they be able to hide their crime?",U/A 13+
Neene Neene,"After marriage, Abhishek and Nandini realise that life is not a bed of roses. Problems begin when Abhishek is unable to provide for his family.",U/A 7+
Mohenjo Daro,"Set in the ancient Indus Valley civilization, a poor farmer leads an uprising against the tyrannical leaders of the city of Mohenjo Daro.",U/A 13+
A Dog Year,A guy suffering from a midlife crisis takes in a dog that is crazier than he is.,U/A 13+
Frozen II,"Why was Elsa born with magical powers? Together with Anna, Kristoff, Olaf, and Sven, she sets out on a dangerous but remarkable journey to find the answer.",U/A 7+
Vadhyar,"Anoop Krishnan is a government school teacher who hates his job. Aspiring to hold an MBA degree, he neglects his job and has to face the repercussions.",U/A 7+
High School Musical 2,"The East High Wildcats take centre stage at the Lava Springs Country Club, where Sharpay tries to lure Troy away from Gabriella and his friends.",U/A 7+
Yuvasena,Four men are frustrated with corruption in the society and decide to change things. What will they do when corrupt officers and politicians corner them?,U/A 13+
Blink,"Neeraj witnesses surreal visions in his everyday life. While his wife wants to bring him back to life, Neeraj tries to give meaning to his various realities.",U/A 13+
Rehnaa Hai Terre Dil Mein,"Ready to go to any lengths to win over Reena, Maddy impersonates Rajeev, Reena’s to be fiancé. Will Reena discover the truth?",U/A 13+
Jeena Sirf Merre Liye,"Pooja and Karan are childhood friends. They lose touch when Pooja relocates. All grown up, they meet as strangers while searching for each other.",U
Naaku Nuvve Kavali,"Bhupathy visits his father's friend and falls in love with his daughter, Priya. However, he is forced to act as a matchmaker for Priya. Will love find a way?",U/A 13+
Dravidan,"Podiparavakkan's son, Rarichan, is sent away to save him from his father's influence. When he returns home years later, he is not welcomed by the villagers.",U/A 16+
Khatron Se Khelenge,A conman has the impossible task of stealing treasure from a royal household. Now he must hatch a plan for a perfect heist.,U/A 16+
Midhya,"Venu takes care of Raja, his mentor's brother. He even sacrifices his love and gets him married to Devi. However, what happens when Raja gets into bad company?",U/A 16+
Congratulations Miss Anitha Menon,"An anonymous letter has Prakash, a businessman, suspecting his wife, Anita, of infidelity. Will he ever find out the truth?",U
Kalyanji Anandji,"Kalyanakrishnan, a Brahmin, falls in love with a Christian girl and marries her making her pose as a Hindu. What happens when his family begins to suspect them?",U/A 7+
Ticha Umbartha,"Based on a play by Jayant Pawar named Maza Ghar, Vibha strives to make her place in the society after being wrongly rejected by her husband.",U/A 13+
Firefly,Wounds from the past reopen as Ved visits his old apartment and reminisces about a fateful night with his girlfriend Daaria.,U/A 13+
Alita: Battle Angel,"Alita, a female cyborg, is revived by cyber-medic expert Daisuke Ido and she sets out to learn about her past and true identity .",U/A 13+
Nakhangal,Saraswathy Mathew believes in fighting for the rights of the workers. What happens when she finds herself caught in the murder investigation of her husband?,U/A 13+
Baithare Baithare,"Best friends Krishna, Gopi and Shyam are always seen together but for all the wrong reasons. Their lives take a new turn when they fall in love and get married.",U/A 13+
Onaayum Aattukkuttiyum,"Chandru, a medical student, unknowingly helps a dying fugitive. Now, cops have begun chasing the escapee and Chandru.",U/A 16+
Jesus,"Jesus, son of Joseph and Virgin Mary, faces several challenges and humiliations on his journey to lead humankind to a better path.",U
Vijeyudu,A college student with a passion for adventure runs into trouble after being accused of the murder of a professor. How will he prove his innocence?,U/A 13+
The Muppet Christmas Carol,The Muppet characters tell their version of the classic tale of an old and bitter miser's redemption on Christmas Eve.,U
Boomerang,"A young man has to undergo a face transplant after being gravely injured in a fire accident. But soon, he realises that his new face has many enemies.",U/A 13+
Oozham - It's Just A Matter Of Time,"Surya, a demolition expert, watches his whole family being murdered on a video call. After coming to India, he learns the plot is more sinister than it appears.",U/A 16+
Dil Bechara,"Brought together by a tragic twist, Kizie and Manny embark on a bittersweet journey into the heart of that crazy little thing called 'life'.",U/A 13+
Gubbare,What does appearance and colour behold; It's just a veil with many folds.,U/A 16+
Tour De Pharmacy,"Through the perspective of five cyclists, Tour de Pharmacy gives an inside look into the grim realities of the sport notoriously tainted by controversy.",A
Nightingale,A lonely war veteran psychologically unravels ahead of an old friend's impending visit.,U/A 16+
Aladdin,"In this live-action retelling of 1992 classic, Aladdin and a power-hungry Grand Vizier vie for a magic lamp that can make their deepest wishes come true.",U/A 7+
The Great Indian Election,An inside view of how a team of twelve million polling plus security officials organize an election over six weeks in the world's largest democracy.,U
